date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPCNsc;NRACNsc;RUSCIsc;RUSCNsc;AKMCNsc
735690;РФА-Инвест;Финанс.сервисы;NaN;NaN;15;9;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735690;Дальневост ГенерКомп;;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735690;СИБУР Холдинг;Нефтегазовый;10;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
735690;Правоурмийское;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;МИРС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;ЭГК;;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;МРСК Центра и Приволжья;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Пионер ГК;Строительство;NaN;NaN;15;9;NaN;NaN;NaN;6;NaN;NaN;NaN
735690;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Эко-Инжиниринг;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Атомэнергопром;Электроэнергетика;8;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735690;АФГ Националь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735690;Обувьрус;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735690;Юникстейт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;Лайф ФК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;КВАРТСТРОЙ;;NaN;NaN;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Кингкоул;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735690;КД Групп;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
735690;ГПФ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Мираторг АПХ;;NaN;NaN;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
735690;Стройгазмонтаж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735690;Информинвестгрупп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735690;Промтрансинвест;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735690;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Газпром капитал;Нефтегазовый;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;АСЦ-Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735690;Сервистрансклининг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735690;ГЕОТЕК Сейсморазв;Нефтегазовый;NaN;NaN;14;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Дельта-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
735690;РегионИнвест Москва;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;Волга Инженерная Группа;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735690;ГарантФонд Забайкальск;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
735690;НациональнаяНеруднаяКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735690;СевВостУгольКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735690;Курорты Югры;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;ЭФЭСк ГК;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;РТИ;;NaN;NaN;NaN;NaN;NaN;NaN;1;3;NaN;NaN;NaN
735690;Платинум Недвижимость;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Управление отходами;ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735690;НДК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;Строй Престиж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;ТЕНЕКС-Сервис;;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;НефтеТрансСервис;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735690;РИК;;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;ЭР-Телеком Холдинг;;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;РОСНАНО;Технологии;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Россети;Электроэнергетика;10;1;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;ФПК;;8;0;8;NaN;9;1;NaN;NaN;NaN;NaN;NaN
735690;Автодор ГК;Строительство;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735690;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735690;ТрансКонтейнер;Транспорт;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735690;Совхоз Московский+;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735690;МРСК Волги;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;Нефтегазоптимизация;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735690;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735690;Вертолеты России;Машиностроение;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735690;ИКС 5 ФИНАНС;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735690;УНГП-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
735600;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Газпром;Нефтегазовый;7;NaN;8;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735600;Роснефть НК;Нефтегазовый;7;NaN;8;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЛУКОЙЛ НК;Нефтегазовый;8;NaN;8;0;8;NaN;NaN;NaN;NaN;NaN;NaN
735600;Транснефть АК;Нефтегазовый;7;0;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;РЖД;Транспорт;7;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735600;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
735600;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Якутскэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735600;Башнефть;Нефтегазовый;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735600;Татнефть;Нефтегазовый;9;0;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЯТЭК;Нефтегазовый;NaN;NaN;NaN;NaN;15;10;NaN;NaN;NaN;NaN;NaN
735600;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;Северсталь;Металлургический;10;NaN;10;1;11;3;NaN;NaN;NaN;NaN;NaN
735600;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735600;Кокс Кемерово;Металлургический;14;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
735600;Акрон;Химпром, минудобрения;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735600;Уралкалий;Химпром, минудобрения;9;0;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
735600;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
735600;Минудобрения Россошь;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;КАМАЗ;Автомобили и запчасти;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;АвтоВАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;15;11;NaN;NaN;NaN;NaN;NaN
735600;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;КрЭВРЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735600;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735600;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ДВМП;Транспорт;NaN;NaN;12;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735600;Совкомфлот;Транспорт;12;3;10;1;12;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЮТЭйр АвиаКомп;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Ростелеком Волга;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Ингосстрах;Страхование;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Московское РечПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Гостиница Советская;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Водоканал С-Пб ГУП;ЖКХ;8;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Мосводоканал;ЖКХ;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Дормост;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Распадская;Горнодобыча;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735600;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Силовые Машины;Машиностроение;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;НЛМК;Металлургический;9;0;10;1;9;1;NaN;NaN;NaN;NaN;NaN
735600;Азот Кемерово;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735600;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Нижнекамскнефтехим;Химпром, минудобрения;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Аргументы и факты;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735600;АС АМУР;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Иркут НПК;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Наука НПО;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
735600;Трансаэро АК;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Артсистемстрой;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735600;Охотный Ряд Делюкс;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Жива СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Органика синтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735600;РЕСО-Гарантия;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Альянс СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;РоссийскКоммуналСистемы;ЖКХ;NaN;NaN;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735600;Почта России;Транспорт;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735600;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;МегаФон Финанс;Телекоммуникации;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Помощь СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ВЭБ-лизинг;Финанс.сервисы;NaN;NaN;7;0;8;0;NaN;NaN;NaN;NaN;NaN
735600;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ИнВест-Полис;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Мечел;Металлургический;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;СИБМЕТИНВЕСТ;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Кузбассразрезуголь УК;Горнодобыча;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Энергогарант САК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ВымпелКом;Телекоммуникации;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Ростелеком;Телекоммуникации;NaN;NaN;10;NaN;9;1;NaN;NaN;NaN;NaN;NaN
735600;СТРАВЕ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;СОГАЗ;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЕвроХим МХК;Химпром, минудобрения;NaN;NaN;11;2;11;3;NaN;NaN;NaN;NaN;NaN
735600;Русс-Инвест ИК;Финанс.сервисы;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ИСР Транс;Прочие;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735600;ЖКХ РС(Я);ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Алроса АК;Горнодобыча;12;NaN;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735600;Каркаде;Ритейл;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735600;ЛЕКСГАРАНТ;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;СУ-155;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Система АФК;Финанс.сервисы;12;NaN;11;NaN;12;4;0;NaN;6;0;0
735600;Аэрофлот;Транспорт;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735600;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735600;Транснефть СК;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ГлавТоргПродукт;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735600;МегаФон;Телекоммуникации;9;NaN;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735600;ЛенСпецСМУ ССМО;Строительство;NaN;NaN;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Новатэк;Нефтегазовый;9;NaN;9;1;9;1;NaN;NaN;NaN;NaN;NaN
735600;Интрарос;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Интер РАО;Электроэнергетика;10;1;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735600;Кварт Тюмень;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ЮУГПК;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ВосточнаяГорноруднаяКомп;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Евразийский;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735600;Пересвет-Инвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
735600;Москва Ре;Строительство;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
735600;Газпром нефть;Нефтегазовый;8;NaN;9;1;8;1;NaN;NaN;NaN;NaN;NaN
735600;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Норильский Никель ГМК;Металлургический;8;NaN;9;1;10;NaN;NaN;NaN;NaN;NaN;NaN
735600;ОМЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Транстелеком;Телекоммуникации;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
735600;АИЖК;Финанс.сервисы;7;0;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Регион ИК;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735600;Таттелеком;Телекоммуникации;NaN;NaN;NaN;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735600;Сибирская ИК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Европлан;Финанс.сервисы;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735600;Наука-СвязьООО;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735600;МТС;Телекоммуникации;11;NaN;10;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735600;Велес Капитал ИК;Финанс.сервисы;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735600;Платежный Центр РНКО;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Рамблер Интернет Холдинг;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;Гиперцентр;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735600;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;Бийскэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;ВТБ Страхование СК;Страхование;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735600;Металлоинвест ХК;Металлургический;11;2;12;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735600;РУСАЛ;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;УРАЛСИБ ЛК;Финанс.сервисы;NaN;NaN;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЕПК;Машиностроение;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;О`КЕЙ;Ритейл;NaN;NaN;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735600;Росагролизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735600;Трубная МетКомп;Металлургический;13;5;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ПГК;Транспорт;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735600;ИРВИН 2;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ФСК ЕЭС;Электроэнергетика;9;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735600;Соллерс;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735600;Связьинвестнефтехим;Финанс.сервисы;9;NaN;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
735600;ФосАгро;Химпром, минудобрения;9;0;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735600;ГТЛК;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN
735600;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735600;Металл-групп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;ВТБ-Лизинг;Финанс.сервисы;NaN;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735600;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;Кордиант;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735600;РуссНефть НК;Нефтегазовый;12;3;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;Строитель;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;СММ;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;3
735600;СПБ ОЙЛ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;РЖД-Развитие вокзалов;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;ЕвразХолдинг Финанс;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;СПб Реновация;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Моя Клиника;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Ларкан;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Уралмаш НГО Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735600;РСГ-Финанс;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735600;ЦентрРостовскийДепозит;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;СтройЭкология;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
735600;Стивилон;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735600;Магнит;Ритейл;NaN;NaN;11;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
