date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPCNsc;NRACNsc;RUSCIsc;RUSCNsc;AKMCNsc
736238;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Газпром;Нефтегазовый;10;NaN;9;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736238;Роснефть НК;Нефтегазовый;10;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ЛУКОЙЛ НК;Нефтегазовый;10;NaN;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
736238;Транснефть АК;Нефтегазовый;10;1;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;РЖД;Транспорт;10;1;9;0;9;0;NaN;NaN;NaN;NaN;NaN
736238;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
736238;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Башнефть;Нефтегазовый;10;1;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736238;Татнефть;Нефтегазовый;10;1;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
736238;Северсталь;Металлургический;10;NaN;10;1;10;2;NaN;NaN;NaN;NaN;NaN
736238;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736238;Ашинский МетЗд;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
736238;Кокс Кемерово;Металлургический;14;7;14;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
736238;Акрон;Химпром, минудобрения;13;4;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
736238;Уралкалий;Химпром, минудобрения;10;1;11;2;10;NaN;NaN;NaN;NaN;NaN;NaN
736238;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
736238;Минудобрения Россошь;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;КАМАЗ;Автомобили и запчасти;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;КрЭВРЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Заречье им. Кушнарева;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Черноерковское;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Цимлянский;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ДВМП;Транспорт;NaN;NaN;15;NaN;15;12;NaN;NaN;NaN;NaN;NaN
736238;Порт Ванино;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Сахалинское МорПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Совкомфлот;Транспорт;13;5;10;1;12;NaN;NaN;NaN;NaN;NaN;NaN
736238;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Ленгипротранс;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Балтийский лизинг ОАО;Финанс.сервисы;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736238;Ингосстрах;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Гостиница Белград;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Краснодаргоргаз;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Водоканал С-Пб ГУП;ЖКХ;11;2;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Мосводоканал;ЖКХ;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Распадская;Горнодобыча;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
736238;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Силовые Машины;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Лихоборский автосервис;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Сетевая Компания;;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
736238;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НЛМК;Металлургический;10;1;10;1;9;1;NaN;NaN;NaN;NaN;NaN
736238;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Нижнекамскнефтехим;Химпром, минудобрения;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;13;NaN;1;NaN;NaN;NaN;NaN
736238;АС АМУР;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Иркут НПК;Машиностроение;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Плутон;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;250 ЗЖБИ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Торговый дом ЦВУП;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ТЭПК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736238;Союз Святого Иоанна Воина;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Конданефть НК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;СПЕЦ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Междуречье;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736238;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
736238;Артсистемстрой;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Охотный Ряд Делюкс;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Самолет Девелопмент;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НАФТА;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Перовский ТД;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736238;Органика синтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;РЕСО-Гарантия;Страхование;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ЦентрИнновационныхРешений;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Новые ФитингТех;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НациональнСурьмянаяКомп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Арктикгаз;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ЖЛПК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Шерризон-Норд;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Почта России;Транспорт;NaN;NaN;NaN;NaN;9;0;NaN;0;NaN;NaN;NaN
736238;ДОРАДО;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ЕТС;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;МегаФон Финанс;Телекоммуникации;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ЕвроСтрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ВЭБ-лизинг;Финанс.сервисы;NaN;NaN;9;0;9;0;NaN;NaN;NaN;NaN;NaN
736238;Темпторг;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;11;8;NaN
736238;ИнВест-Полис;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Мечел;Металлургический;NaN;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;СИБМЕТИНВЕСТ;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Мактрен-Нафта;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ЦентрСтрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Экспо-Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Олма ИФ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Снежная долина;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
736238;Энергогарант САК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ВымпелКом;Телекоммуникации;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Ростелеком;Телекоммуникации;NaN;NaN;10;NaN;9;1;NaN;NaN;NaN;NaN;NaN
736238;СТРАВЕ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;СОГАЗ;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Магистраль Двух Столиц;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
736238;Т2 РТК ХОЛДИНГ;Телекоммуникации;NaN;NaN;NaN;NaN;13;5;1;NaN;NaN;NaN;1
736238;ЕвроХим МХК;Химпром, минудобрения;NaN;NaN;11;2;11;3;NaN;NaN;NaN;NaN;NaN
736238;Русс-Инвест ИК;Финанс.сервисы;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ДК Девелопмент;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;МАКРОН-СТ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ИНТЕРМАРС;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
736238;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736238;ЖКХ РС(Я);ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Алроса АК;Горнодобыча;11;NaN;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
736238;Донское золото;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Стандарт-Инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;ШОКОЛАД ТРЦ;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Каркаде;Ритейл;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
736238;Москворецкое;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Реал Гранд;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Алютера;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
736238;ЛЕКСГАРАНТ;Страхование;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;СУ-155;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN;NaN
736238;ПЕТЕРБУРГСТРОЙ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Система АФК;Финанс.сервисы;13;NaN;11;NaN;12;4;1;NaN;6;0;0
736238;Аэрофлот;Транспорт;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736238;Согласие СК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN
736238;Транснефть СК;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Эдисонэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;МегаФон;Телекоммуникации;10;NaN;9;0;10;2;NaN;NaN;NaN;NaN;NaN
736238;Развитие УК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ЛенСпецСМУ ССМО;Строительство;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Ангстрем Трейдинг;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Новатэк;Нефтегазовый;10;1;10;1;9;1;NaN;NaN;NaN;NaN;NaN
736238;Интрарос;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Интер РАО;Электроэнергетика;11;2;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN
736238;МарийскНефтеперерЗд;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;ИНГА;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ЮУГПК;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Уралнефтегазпром;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Агора Трейд;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736238;БКЗ;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;БТУ;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;ВосточнаяГорноруднаяКомп;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Стройжилинвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN
736238;Назаровская ГРЭС;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Завод ЭЛКАП;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Эркафарм;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Евразийский;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ПИК ГК;Строительство;NaN;NaN;14;7;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Пересвет-Инвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
736238;Интерфлора;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
736238;ОлеФинИнвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;ЖелезныеДорогиЯкутии;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
736238;Газпром нефть;Нефтегазовый;10;NaN;10;1;9;1;NaN;NaN;NaN;NaN;NaN
736238;Русс Аутдор;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ДелоПортс;Прочие;NaN;NaN;NaN;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN
736238;Норильский Никель ГМК;Металлургический;10;1;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
736238;Ю.ЭФ.ДЖИ.Агро;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;ОМЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Моспромстрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
736238;Транстелеком;Телекоммуникации;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
736238;Олма ИК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;АИЖК;Финанс.сервисы;10;1;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Регион ИК;Финанс.сервисы;NaN;NaN;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Космотрас;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
736238;ЛАЙСА ЖдРекламноеАг-во;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;4;NaN;NaN;NaN
736238;Таттелеком;Телекоммуникации;NaN;NaN;NaN;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
736238;Домодедово МА;Транспорт;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Сибирская ИК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Газинвест ИК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Европлан;Финанс.сервисы;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736238;Мир Упаковки;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Автобан ДСК;Строительство;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ОРИОН ООО;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;А ПЛЮС ПАРК КОЛПИНО;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Мэйл.Ру;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;МТС;Телекоммуникации;10;NaN;10;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736238;Велес Капитал ИК;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
736238;Платежный Центр РНКО;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Концерн Россиум, ООО;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;0;NaN;NaN;NaN;NaN
736238;Рамблер Интернет Холдинг;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;5;NaN;NaN;NaN
736238;ФИНРЭЙТ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;1
736238;ПЕНОПЛЭКС Спб;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Бийскэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Гарант СДК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;0;NaN
736238;ВТБ Страхование СК;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;Металлоинвест ХК;Металлургический;11;2;11;NaN;11;3;NaN;NaN;NaN;NaN;NaN
736238;РУСАЛ;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;УРАЛСИБ ЛК;Финанс.сервисы;NaN;NaN;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
736238;Центральный ТК;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Кубаньагро-Приазовье;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;О`КЕЙ;Ритейл;NaN;NaN;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
736238;Росагролизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736238;Трубная МетКомп;Металлургический;13;5;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;ПГК;Транспорт;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
736238;ИРВИН 2;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ФСК ЕЭС;Электроэнергетика;10;1;10;1;9;0;NaN;NaN;NaN;NaN;NaN
736238;Связьинвестнефтехим;Финанс.сервисы;11;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
736238;ОВК Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
736238;ФосАгро;Химпром, минудобрения;10;1;9;0;10;2;NaN;NaN;NaN;NaN;NaN
736238;ГТЛК;Финанс.сервисы;NaN;NaN;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Краус-М;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
736238;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;РЕСОТРАСТ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
736238;МПРТ;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ВТБ-Лизинг;Финанс.сервисы;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
736238;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
736238;ОПИН;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;РуссНефть НК;Нефтегазовый;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;СММ;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;Новопетровская ЗернКомп;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
736238;БИК;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;Искра Москва;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
736238;СПБ ОЙЛ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Терра;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
736238;Краснобродский Южный;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
736238;ЕвразХолдинг Финанс;Металлургический;NaN;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
736238;СПб Реновация;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
736238;Моя Клиника;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
