date;entity;sector;MDSBIsc;MDSBNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPB;NRAB;RUSBIsc;RUSBNsc;AKMB
733590;Внешэкономбанк;Банки;8;NaN;6;NaN;7;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк ВТБ;Банки;4;NaN;7;0;7;0;NaN;NaN;NaN;NaN;NaN
733590;Сбербанк России;Банки;4;0;NaN;NaN;7;NaN;NaN;NaN;NaN;NaN;NaN
733590;ЕвразийскийБанкРазвит;Банки;NaN;NaN;7;0;7;NaN;NaN;NaN;NaN;NaN;NaN
733590;Стройкредит КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Совкомбанк;Банки;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Енисей АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733590;Курскпромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4
733590;Дальневосточный банк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Уралтрансбанк;Банки;NaN;NaN;NaN;NaN;15;10;NaN;NaN;NaN;NaN;NaN
733590;Автоградбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733590;БТА-Казань (ОАО), АКБ;Банки;NaN;NaN;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN
733590;Энергобанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733590;Запсибкомбанк;Банки;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Ижкомбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733590;Азиатско-ТихоокеанскБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733590;Связь-Банк АКБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;СДМ-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;NaN;NaN
733590;Петрокоммерц КБ;Банки;12;3;13;4;NaN;NaN;1;0;10;NaN;NaN
733590;Сургутнефтегазбанк;Банки;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;БАНК РСБ 24;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Московский Кредитный Банк;Банки;13;4;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
733590;СКБ-Банк;Банки;14;6;NaN;NaN;15;NaN;NaN;NaN;13;NaN;NaN
733590;Собинбанк АБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733590;Альфа-Банк;Банки;10;NaN;11;2;11;3;NaN;0;NaN;NaN;NaN
733590;Еврофинанс Моснарбанк АКБ;Банки;12;3;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
733590;Банк Возрождение;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733590;Банк ВТБ Северо-Запад;Банки;5;0;NaN;NaN;7;NaN;NaN;NaN;NaN;NaN;NaN
733590;Челиндбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733590;АБ Финанс КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МДМ Банк;Банки;12;NaN;NaN;NaN;14;NaN;NaN;NaN;10;NaN;NaN
733590;Банк Российский Кредит;Банки;16;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Россия АБ;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
733590;Kazkommerts Int;Банки;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;СЛАВЯНСКИЙ БАНК, АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
733590;Банк Санкт-Петербург;Банки;12;NaN;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк АВБ;Банки;16;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Конверсбанк;Банки;NaN;NaN;NaN;NaN;17;13;NaN;NaN;NaN;NaN;NaN
733590;Балтийский Банк;Банки;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МБСПб;Банки;NaN;NaN;15;9;15;11;NaN;NaN;14;NaN;NaN
733590;Далькомбанк;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
733590;ЦентроКредит АКБ;Банки;15;8;15;9;15;11;NaN;NaN;NaN;NaN;NaN
733590;ЮниКредит Банк;Банки;NaN;NaN;8;NaN;6;NaN;NaN;NaN;NaN;NaN;NaN
733590;ГУТА-БАНК;Банки;16;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Урал ФД АКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк ГПБ;Банки;6;0;9;1;NaN;NaN;0;NaN;8;NaN;NaN
733590;ХКФ Банк;Банки;12;3;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;УБРиР;Банки;15;8;15;8;NaN;NaN;NaN;8;15;NaN;NaN
733590;КЕДР КБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Восточный Экспресс КБ;Банки;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Саровбизнесбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;15;NaN;NaN
733590;НБД-Банк;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733590;Русфинанс Банк;Банки;8;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Донской народный банк;Банки;NaN;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ХМБ Открытие;Банки;NaN;NaN;12;3;NaN;NaN;NaN;NaN;13;NaN;NaN
733590;Спурт АКБ;Банки;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
733590;Ак Барс АКБ;Банки;11;2;NaN;NaN;11;3;NaN;NaN;11;NaN;NaN
733590;Акибанк;Банки;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;РосДорБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;АФ Банк, ОАО;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733590;Альба-Альянс КБ;Банки;15;8;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Первый РеспубликанБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МеждународПромБанк;Банки;13;NaN;12;NaN;14;8;NaN;4;NaN;NaN;NaN
733590;Пересвет АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733590;Мастер-Банк;Банки;NaN;NaN;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
733590;МТС-Банк;Банки;13;NaN;NaN;NaN;13;6;NaN;3;14;NaN;NaN
733590;РОСБАНК;Банки;9;2;10;1;6;0;NaN;NaN;8;NaN;NaN
733590;Русский Стандарт Банк;Банки;11;2;12;3;12;NaN;NaN;NaN;14;NaN;NaN
733590;Российский Капитал АКБ;Банки;NaN;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк ФК Открытие;Банки;12;3;NaN;NaN;13;6;NaN;NaN;9;NaN;NaN
733590;Банк ПроектФинансиров;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733590;Абсолют Банк;Банки;9;0;NaN;NaN;6;0;NaN;NaN;NaN;NaN;NaN
733590;ТрансКредитБанк;Банки;10;1;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МДМ-Банк;Банки;10;NaN;11;NaN;11;3;NaN;NaN;7;NaN;NaN
733590;Пробизнесбанк АКБ;Банки;NaN;NaN;NaN;NaN;15;10;NaN;NaN;12;NaN;NaN
733590;Связной Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк СОЮЗ;Банки;13;5;14;5;NaN;NaN;NaN;NaN;13;NaN;2
733590;МеталлИнвестБанк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
733590;БИНБАНК;Банки;NaN;6;15;9;15;11;NaN;NaN;10;NaN;NaN
733590;Сембанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;NaN
733590;МОСКОВСКИЙ КАПИТАЛ (ООО), КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ДельтаКредит КБ;Банки;7;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МСП БАНК;Банки;8;0;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;КИТ Финанс ИБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ВТБ 24;Банки;4;0;7;0;7;0;NaN;NaN;12;NaN;NaN
733590;Газбанк КБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
733590;Солидарность КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Северная казна Банк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733590;Меткомбанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МОСОБЛБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733590;Транскапиталбанк АКБ;Банки;13;4;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
733590;Центр-Инвест КБ;Банки;13;4;NaN;NaN;NaN;NaN;NaN;NaN;11;NaN;NaN
733590;МИБ АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк Москвы АКБ;Банки;6;NaN;NaN;NaN;8;1;NaN;NaN;11;NaN;NaN
733590;Инвестторгбанк АКБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
733590;ОТП Банк;Банки;NaN;NaN;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN
733590;НРБанк;Банки;NaN;NaN;NaN;NaN;15;10;NaN;NaN;NaN;NaN;NaN
733590;Юниаструм Банк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Траст ИБ;Банки;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;АМТ БАНК;Банки;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Авангард АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN
733590;Соцгорбанк КБ;Банки;NaN;NaN;16;11;NaN;NaN;NaN;NaN;15;NaN;NaN
733590;РГС Банк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Экспобанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;НС Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733590;Открытие Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
733590;ЯР-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
733590;ЕВРОТРАСТ КБ, ЗАО;Банки;NaN;NaN;16;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Роспромбанк;Банки;15;8;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733590;Банк Жилфинанс;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
733590;Банк Зенит;Банки;12;NaN;NaN;NaN;14;7;NaN;NaN;10;NaN;2
733590;Мой Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Межтопэнергобанк АКБ;Банки;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Фондсервисбанк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;13;NaN;NaN
733590;РМБ КБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ЛОКО-Банк КБ;Банки;14;6;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
733590;НК Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Тюменьэнергобанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ПетербургСоцКомБанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
733590;БАНК УРАЛСИБ;Банки;12;NaN;12;NaN;13;NaN;NaN;NaN;10;NaN;NaN
733590;Татфондбанк АИКБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Агропромкредит КБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;БалтИнвестБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Центркомбанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
733590;СБ Банк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;9;NaN;NaN;NaN
733590;Нордеа Банк;Банки;NaN;NaN;NaN;NaN;6;0;NaN;NaN;NaN;NaN;NaN
733590;Внешпромбанк;Банки;15;8;17;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Промсвязьбанк;Банки;11;NaN;12;NaN;13;NaN;NaN;1;9;NaN;NaN
733590;Росевробанк;Банки;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Интерпромбанк КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Газэнергопромбанк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;ВсероссБРР;Банки;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Райффайзенбанк;Банки;7;0;7;0;6;0;NaN;NaN;5;NaN;NaN
733590;Первый ЧешскоРоссийКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк Траст;Банки;13;4;NaN;NaN;15;NaN;NaN;NaN;13;NaN;NaN
733590;Русьуниверсалбанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
733590;Кредит Европа Банк;Банки;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;МИА КБ;Банки;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Россельхозбанк;Банки;6;NaN;NaN;NaN;7;0;NaN;NaN;NaN;NaN;NaN
733590;Ренессанс Кредит КБ;Банки;13;NaN;15;8;15;11;NaN;NaN;NaN;NaN;NaN
733590;Крайинвестбанк;Банки;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;СМП Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;КРК КБ;Банки;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк НационалСтандарт;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Банк НФК;Банки;14;6;15;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Первобанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733590;Ермак-Брокер БК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
733955;Внешэкономбанк;Банки;NaN;NaN;7;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
733955;Банк ВТБ;Банки;7;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
733955;Сбербанк России;Банки;6;0;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
733955;ЕвразийскийБанкРазвит;Банки;NaN;NaN;8;0;8;NaN;NaN;NaN;NaN;NaN;NaN
733955;Энергомашбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;Морской банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;5;NaN;NaN;NaN
733955;Стройкредит КБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;МеталлургКомБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Ассоциация КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Норвик Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
733955;Совкомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Курскпромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;4
733955;Липецккомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
733955;МПСБ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;Банк Левобережный;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Губернский банк Тарханы, ОАО;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
733955;Дальневосточный банк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Ростпромстройбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Уральский МежрегионБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;Уралтрансбанк;Банки;NaN;NaN;NaN;NaN;15;11;NaN;NaN;NaN;NaN;NaN
733955;Автоградбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;БТА-Казань (ОАО), АКБ;Банки;NaN;NaN;NaN;NaN;17;14;NaN;NaN;NaN;NaN;NaN
733955;Энергобанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Камский КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Запсибкомбанк;Банки;NaN;NaN;15;9;NaN;NaN;2;NaN;NaN;NaN;NaN
733955;Ижкомбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;3
733955;НОМОС-РЕГИОБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Уссури КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;Азиатско-ТихоокеанскБанк;Банки;15;8;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733955;Камчаткомагропромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Банк Снежинский;Банки;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
733955;Русь ОИКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Экономбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;Связь-Банк АКБ;Банки;17;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Банк Первомайский;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;СДМ-Банк КБ;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;13;NaN;NaN
733955;ВУЗ-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Петрокоммерц КБ;Банки;12;3;13;5;NaN;NaN;1;NaN;10;NaN;NaN
733955;Океан банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
733955;СтарБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733955;Акцепт КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Сургутнефтегазбанк;Банки;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;МИнБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733955;БАНК РСБ 24;Банки;15;8;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733955;Московский Кредитный Банк;Банки;13;5;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
733955;СКБ-Банк;Банки;14;6;NaN;NaN;15;NaN;NaN;NaN;13;NaN;NaN
733955;Собинбанк АБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Альфа-Банк;Банки;10;NaN;12;3;12;4;NaN;0;7;NaN;NaN
733955;Еврофинанс Моснарбанк АКБ;Банки;12;3;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
733955;Банк МНХБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Банк Возрождение;Банки;12;3;12;3;NaN;NaN;NaN;NaN;12;NaN;2
733955;М2М Прайвет Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
733955;Банк ВТБ Северо-Запад;Банки;7;0;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
733955;Уралсиб-Юг банк АКБ;Банки;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Челиндбанк АКБ;Банки;NaN;NaN;NaN;NaN;15;11;NaN;NaN;12;NaN;NaN
733955;Банк Премьер Кредит;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733955;ЧЕЛЯБИНВЕСТБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
733955;АБ Финанс КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;МДМ Банк;Банки;12;NaN;NaN;NaN;13;NaN;NaN;NaN;8;NaN;NaN
733955;Банк Российский Кредит;Банки;16;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Россия АБ;Банки;NaN;NaN;NaN;NaN;15;12;1;NaN;NaN;NaN;NaN
733955;Kazkommerts Int;Банки;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;СЛАВЯНСКИЙ БАНК, АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
733955;Банк Санкт-Петербург;Банки;12;NaN;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
733955;Банк АВБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Кольцо Урала КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Инвестбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;5;12;NaN;NaN
733955;Балтийский Банк;Банки;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Экспресс-Кредит АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;МБСПб;Банки;NaN;NaN;15;9;15;12;NaN;NaN;14;NaN;NaN
733955;Далькомбанк;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
733955;Эталонбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;ЦентроКредит АКБ;Банки;15;8;15;9;15;12;NaN;4;NaN;NaN;NaN
733955;ЮниКредит Банк;Банки;NaN;NaN;9;NaN;7;NaN;NaN;NaN;NaN;NaN;NaN
733955;ГУТА-БАНК;Банки;16;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
733955;Урал ФД АКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Банк ГПБ;Банки;8;0;9;1;NaN;NaN;0;NaN;8;NaN;NaN
733955;ХКФ Банк;Банки;12;3;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Кредит-Москва АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;УБРиР;Банки;NaN;NaN;15;9;NaN;NaN;NaN;4;15;NaN;NaN
733955;КЕДР КБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733955;Восточный Экспресс КБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;11;NaN;NaN
733955;Банк Вологжанин;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;Эллипс КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;6;NaN;NaN;3
733955;Саровбизнесбанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;11;NaN;NaN
733955;НБД-Банк;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Элита банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
733955;Хлынов КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
733955;Русфинанс Банк;Банки;9;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;Донской народный банк;Банки;NaN;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;ХМБ Открытие;Банки;NaN;NaN;13;4;NaN;NaN;NaN;NaN;11;NaN;NaN
733955;Спурт АКБ;Банки;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
733955;Ак Барс АКБ;Банки;11;2;NaN;NaN;11;3;NaN;NaN;11;NaN;2
733955;Акибанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;БыстроБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
733955;РосДорБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
733955;БКС Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
733955;АФ Банк, ОАО;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
