date;entity;sector;MDSBIsc;MDSBNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPB;NRAB;RUSBIsc;RUSBNsc;AKMB
734320;ОПМ-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Банк Москвы АКБ;Банки;7;NaN;NaN;NaN;9;1;NaN;NaN;7;NaN;NaN
734320;Инвестторгбанк АКБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734320;ОТП Банк;Банки;10;1;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
734320;ТЭМБР-БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734320;НББ, ОАО;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734320;НРБанк;Банки;14;6;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
734320;Юниаструм Банк;Банки;11;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;АМТ БАНК;Банки;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;14;NaN;NaN
734320;Открытие ИБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734320;ИШБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Авангард АКБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN
734320;Банк Развитие-Столица;Банки;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Интеркредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734320;Соцгорбанк КБ;Банки;NaN;NaN;15;8;NaN;NaN;NaN;NaN;12;NaN;NaN
734320;РГС Банк;Банки;14;7;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;Экспобанк;Банки;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Нацинвестпромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;НС Банк;Банки;15;NaN;NaN;NaN;NaN;NaN;2;5;NaN;NaN;2
734320;Открытие Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734320;ЯР-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734320;ЕВРОТРАСТ КБ, ЗАО;Банки;16;10;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Роспромбанк;Банки;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Банк Жилфинанс;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734320;Русстройбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Банк Зенит;Банки;12;NaN;NaN;NaN;13;6;NaN;NaN;9;NaN;NaN
734320;Мой Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734320;Межтопэнергобанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734320;Фондсервисбанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;4;11;NaN;NaN
734320;Европлан Банк;Банки;NaN;NaN;NaN;NaN;7;0;NaN;NaN;NaN;NaN;NaN
734320;Легион АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734320;БАНК ИТБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;РМБ КБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;ИнтрастБанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734320;ЛОКО-Банк КБ;Банки;14;6;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
734320;СТБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734320;НК Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;ПетербургСоцКомБанк;Банки;15;9;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
734320;Алмазэргиэнбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;БАНК УРАЛСИБ;Банки;12;NaN;13;NaN;13;NaN;NaN;NaN;9;NaN;NaN
734320;Алтайкапиталбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734320;Кубань Кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;NaN;NaN
734320;СЭБ Банк;Банки;NaN;NaN;NaN;NaN;7;0;NaN;NaN;NaN;NaN;NaN
734320;Экспресс-Волга АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
734320;АК Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;НационалТорговыйБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;ПримСоцБанк СКБ;Банки;NaN;NaN;NaN;NaN;15;11;NaN;NaN;NaN;NaN;NaN
734320;Траст Капитал Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN;NaN
734320;РБР АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;ИнтехБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;2
734320;РОСТ БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Татфондбанк АИКБ;Банки;14;7;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;БАНК СГБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;Уралпромбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Агропромкредит КБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;НОТА-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;Стройлесбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Оренбург КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734320;Екатеринбург Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;11;NaN;NaN
734320;Углеметбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734320;Банк БФА;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;БалтИнвестБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734320;Центркомбанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
734320;СБ Банк;Банки;15;8;NaN;NaN;NaN;NaN;1;3;NaN;NaN;NaN
734320;Нордеа Банк;Банки;NaN;NaN;NaN;NaN;7;0;NaN;NaN;NaN;NaN;NaN
734320;Мастер-Капитал АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;БФГ-Кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734320;Внешпромбанк;Банки;14;7;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Промсвязьбанк;Банки;11;NaN;NaN;NaN;13;NaN;NaN;1;9;NaN;NaN
734320;Росевробанк;Банки;13;4;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
734320;Интерпромбанк КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734320;Банк Казани КБ;Банки;NaN;NaN;NaN;NaN;15;11;NaN;NaN;NaN;NaN;NaN
734320;Газэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
734320;Дагэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;NaN;NaN
734320;СИАБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
734320;Газэнергопромбанк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;ФИА-банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;5;NaN;NaN;NaN
734320;ВсероссБРР;Банки;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Райффайзенбанк;Банки;9;0;8;0;7;0;NaN;NaN;5;NaN;NaN
734320;Первый ЧешскоРоссийКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Банк Траст;Банки;14;12;NaN;NaN;15;NaN;2;NaN;11;NaN;NaN
734320;Данске банк;Банки;NaN;NaN;NaN;NaN;7;0;NaN;NaN;NaN;NaN;NaN
734320;Русьуниверсалбанк;Банки;NaN;NaN;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
734320;Хакасский МБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Кредит Европа Банк;Банки;12;3;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
734320;СовременныйКомерческБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN
734320;РИАЛ-КРЕДИТ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN;NaN
734320;МИА КБ;Банки;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Россельхозбанк;Банки;7;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
734320;РФИ Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734320;Ренессанс Кредит КБ;Банки;15;NaN;15;8;15;12;NaN;NaN;NaN;NaN;NaN
734320;Крайинвестбанк;Банки;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Москоммерцбанк;Банки;NaN;NaN;NaN;NaN;17;15;NaN;4;NaN;NaN;NaN
734320;СМП Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Натиксис Банк;Банки;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;БНП Париба Банк;Банки;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734320;Банк НационалСтандарт;Банки;15;9;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;Миллениум Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
734320;ТРОЙКА-Д БАНК;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
734320;Банк НФК;Банки;15;9;15;8;NaN;NaN;2;NaN;NaN;NaN;NaN
734320;БРТ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734320;Банк БЦК-Москва;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734320;Первобанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734320;Ермак-Брокер БК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
734320;Банк Оф Токио (Евразия);Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
734685;Внешэкономбанк;Банки;NaN;NaN;7;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк ВТБ;Банки;7;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
734685;Сбербанк России;Банки;6;0;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
734685;ЕвразийскийБанкРазвит;Банки;NaN;NaN;8;0;8;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк ГПБ-Ипотека;Банки;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Энергомашбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734685;Морской банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;5;NaN;NaN;NaN
734685;Стройкредит КБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Финансовый стандарт КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734685;МеталлургКомБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Радиотехбанк НКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Ассоциация КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;БИНБАНК Тверь;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Норвик Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Совкомбанк;Банки;NaN;NaN;15;8;NaN;NaN;3;NaN;10;NaN;NaN
734685;Липецккомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734685;МПСБ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Банк Левобережный;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Плюс Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734685;Дальневосточный банк;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Уралтрансбанк;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
734685;Автоградбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;БТА-Казань (ОАО), АКБ;Банки;NaN;NaN;NaN;NaN;15;12;NaN;NaN;NaN;NaN;NaN
734685;Анкор Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Энергобанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Камский КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Запсибкомбанк;Банки;NaN;NaN;15;8;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Ижкомбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;НОМОС-РЕГИОБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Азиатско-ТихоокеанскБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Солид Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
734685;Банк Снежинский;Банки;NaN;NaN;NaN;NaN;15;NaN;2;NaN;NaN;NaN;NaN
734685;Евразийский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4
734685;Русь ОИКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
734685;Чувашкредитпромбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Экономбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Связь-Банк АКБ;Банки;13;4;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
734685;Банк Первомайский;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Банк Венец;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;СДМ-Банк КБ;Банки;NaN;NaN;NaN;NaN;14;8;NaN;NaN;10;NaN;NaN
734685;Интеркоммерц КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734685;ВУЗ-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;NaN;NaN
734685;ИнвестиционныйСоюз КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Петрокоммерц КБ;Банки;12;3;13;5;NaN;NaN;1;NaN;9;NaN;NaN
734685;СтарБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;3
734685;Акцепт КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Банк Кузнецкий;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;ГЛОБЭКСБАНК;Банки;NaN;NaN;12;3;11;3;NaN;NaN;NaN;NaN;1
734685;МИнБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;М БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN
734685;Балтика АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN;NaN;NaN
734685;БАНК РСБ 24;Банки;15;8;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;3
734685;Московский Кредитный Банк;Банки;13;5;NaN;NaN;13;6;NaN;NaN;9;NaN;NaN
734685;СКБ-Банк;Банки;13;5;NaN;NaN;14;NaN;NaN;NaN;10;NaN;NaN
734685;Собинбанк АБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;11;NaN;NaN
734685;Альфа-Банк;Банки;10;NaN;12;3;11;3;NaN;0;7;NaN;NaN
734685;Еврофинанс Моснарбанк АКБ;Банки;12;3;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
734685;Банк МНХБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Агросоюз КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Башкомснаббанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Банк Возрождение;Банки;12;3;13;4;NaN;NaN;NaN;NaN;9;NaN;NaN
734685;М2М Прайвет Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Челиндбанк АКБ;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;11;NaN;NaN
734685;ЧЕЛЯБИНВЕСТБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Холмсккомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Советский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;АБ Финанс КБ;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;МДМ Банк;Банки;11;2;13;NaN;11;3;NaN;NaN;8;NaN;NaN
734685;Банк Российский Кредит;Банки;16;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Россия АБ;Банки;14;7;14;6;NaN;NaN;1;NaN;NaN;NaN;NaN
734685;Kazkommerts Int;Банки;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк Санкт-Петербург;Банки;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк АВБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Кольцо Урала КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Инвестбанк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;11;NaN;NaN
734685;Балтийский Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Экспресс-Кредит АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;МБСПб;Банки;NaN;NaN;15;8;15;12;NaN;NaN;12;NaN;NaN
734685;Далькомбанк;Банки;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
734685;ЦентроКредит АКБ;Банки;15;8;15;9;15;11;NaN;3;NaN;NaN;NaN
734685;ЮниКредит Банк;Банки;NaN;NaN;9;NaN;7;0;NaN;NaN;NaN;NaN;NaN
734685;ГУТА-БАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734685;Урал ФД АКБ;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк ГПБ;Банки;9;0;11;2;NaN;NaN;0;NaN;7;NaN;NaN
734685;ХКФ Банк;Банки;12;3;13;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN
734685;Кредит-Москва АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Волго-Камский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;УБРиР;Банки;NaN;NaN;15;9;NaN;NaN;NaN;3;12;NaN;NaN
734685;Региональный кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;КЕДР КБ;Банки;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Восточный Экспресс КБ;Банки;14;7;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN;NaN
734685;Эллипс КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Саровбизнесбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN
734685;НБД-Банк;Банки;13;5;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN
734685;Элита банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Русфинанс Банк;Банки;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Русский земельный банк, АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734685;Форштадт АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;NaN;NaN
734685;ХМБ Открытие;Банки;12;3;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN
734685;КС-Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Спурт АКБ;Банки;NaN;NaN;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
734685;Ак Барс АКБ;Банки;12;3;NaN;NaN;11;3;NaN;NaN;8;NaN;NaN
734685;Акибанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;БыстроБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;РосДорБанк;Банки;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;РИАБАНК;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Родовид Банк;Банки;17;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;АйМаниБанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734685;БКС Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734685;Русский Ипотечный Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN;NaN;NaN
734685;АФ Банк, ОАО;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;Интерактивный Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
734685;Ланта-Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Альба-Альянс КБ;Банки;15;8;14;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Первый РеспубликанБанк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
734685;Пересвет АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
734685;Алеф-банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734685;Образование АКИБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;3
734685;Банк Интеза;Банки;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Транснациональный банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Мастер-Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
734685;МТС-Банк;Банки;13;NaN;NaN;NaN;13;6;1;2;9;NaN;1
734685;РОСБАНК;Банки;9;0;10;1;7;0;NaN;NaN;4;NaN;NaN
734685;Русский Стандарт Банк;Банки;12;3;13;5;13;NaN;NaN;NaN;11;NaN;NaN
734685;Российский Капитал АКБ;Банки;NaN;11;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734685;Банк Солидарность;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
734685;Банк ФК Открытие;Банки;12;3;NaN;NaN;11;4;NaN;1;8;NaN;NaN
734685;Банк ПроектФинансиров;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
734685;Абсолют Банк;Банки;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
734685;БСЖВ, ЗАО;Банки;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;ТрансКредитБанк;Банки;10;1;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Альта-банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN
734685;Пробизнесбанк АКБ;Банки;14;7;NaN;NaN;15;12;NaN;NaN;10;NaN;NaN
734685;Связной Банк;Банки;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
734685;Банк СОЮЗ;Банки;NaN;NaN;15;8;NaN;NaN;NaN;NaN;12;NaN;NaN
734685;МеталлИнвестБанк;Банки;14;7;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
734685;Генбанк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3
734685;Новикомбанк АКБ;Банки;14;7;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
