MDSBIsc,MDSBNsc,SPIIsc,SPINsc,FCHIIsc,FCHINsc,EXPBNsc,NRABNsc,RUSBIsc,RUSBNsc,AKMBNsc,date,ent_id,entity,sector
,,,,,,0,,,,,01.10.2015,-4003,ABLV Bank,Банки
,,,,,,0,,,,,01.07.2015,-4003,ABLV Bank,Банки
,,,,,,0,,,,,01.04.2015,-4003,ABLV Bank,Банки
,,,,,,0,,,,,01.01.2015,-4003,ABLV Bank,Банки
,,,,,,2,,,,,01.01.2016,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.10.2015,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.07.2015,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.04.2015,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.01.2015,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.10.2014,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.07.2014,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.04.2014,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.01.2014,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.10.2013,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,2,,,,,01.07.2013,-4002,Дочерний банк «Садерат» Ирана в г. Ташкенте,Банки
,,,,,,1,,,,,01.01.2016,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.10.2015,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.07.2015,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.04.2015,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.01.2015,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.10.2014,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.07.2014,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.04.2014,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.01.2014,-4001,Банк БелВЭБ,Банки
,,,,,,1,,,,,01.10.2013,-4001,Банк БелВЭБ,Банки
,,7,,8,,,,,,,01.07.2012,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.10.2012,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.01.2013,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.04.2013,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.07.2013,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.10.2013,5061,Внешэкономбанк,Банки
,,7,,8,,,,,,,01.01.2014,5061,Внешэкономбанк,Банки
,,7,,8,0,,,,,,01.04.2014,5061,Внешэкономбанк,Банки
,,8,,8,0,,,,,,01.07.2014,5061,Внешэкономбанк,Банки
,,8,,8,0,,,,,,01.10.2014,5061,Внешэкономбанк,Банки
,,8,,8,0,,,,,,01.01.2015,5061,Внешэкономбанк,Банки
,,9,,9,0,,,,,,01.04.2015,5061,Внешэкономбанк,Банки
,,9,,9,0,,,,,,01.07.2015,5061,Внешэкономбанк,Банки
,,9,,9,0,,,,,,01.10.2015,5061,Внешэкономбанк,Банки
,,,,9,,,,,,,01.01.2014,5919,МИБ,Банки
,,,,9,,,,,,,01.04.2014,5919,МИБ,Банки
,,,,9,,,,,,,01.07.2014,5919,МИБ,Банки
,,,,9,,,,,,,01.10.2014,5919,МИБ,Банки
,,,,9,,,,,,,01.01.2015,5919,МИБ,Банки
,,,,9,,,,,,,01.04.2015,5919,МИБ,Банки
,,,,9,,,,,,,01.07.2015,5919,МИБ,Банки
,,,,9,,,,,,,01.10.2015,5919,МИБ,Банки
7,,8,0,8,0,,,,,,01.07.2012,32520,Банк ВТБ,Банки
7,,8,0,8,0,,,,,,01.10.2012,32520,Банк ВТБ,Банки
7,,8,0,8,0,,,,,,01.01.2013,32520,Банк ВТБ,Банки
7,,8,0,8,0,,,,,,01.04.2013,32520,Банк ВТБ,Банки
7,,8,0,8,0,,,,,,01.07.2013,32520,Банк ВТБ,Банки
8,,8,0,8,0,,,,,,01.10.2013,32520,Банк ВТБ,Банки
8,,8,0,8,0,,,,,,01.01.2014,32520,Банк ВТБ,Банки
8,,8,0,,,,,,,,01.04.2014,32520,Банк ВТБ,Банки
8,,9,0,,,,,,,,01.07.2014,32520,Банк ВТБ,Банки
8,,9,0,,,,,,,,01.10.2014,32520,Банк ВТБ,Банки
9,,9,0,,,,,,,,01.01.2015,32520,Банк ВТБ,Банки
10,,10,1,,,,,,,,01.04.2015,32520,Банк ВТБ,Банки
10,,10,1,,,,,,,,01.07.2015,32520,Банк ВТБ,Банки
10,,10,1,,,,,,,,01.10.2015,32520,Банк ВТБ,Банки
6,0,,,8,,,,,,,01.07.2012,32537,Сбербанк России,Банки
6,0,,,8,,,,,,,01.10.2012,32537,Сбербанк России,Банки
6,0,,,8,,,,,,,01.01.2013,32537,Сбербанк России,Банки
6,0,,,8,0,,,,,,01.04.2013,32537,Сбербанк России,Банки
6,0,,,8,0,,,,,,01.07.2013,32537,Сбербанк России,Банки
7,0,,,8,0,,,,,,01.10.2013,32537,Сбербанк России,Банки
7,0,,,8,0,,,,,,01.01.2014,32537,Сбербанк России,Банки
7,0,,,8,0,,,,,,01.04.2014,32537,Сбербанк России,Банки
7,0,,,8,0,,,,,,01.07.2014,32537,Сбербанк России,Банки
7,0,,,8,0,,,,,,01.10.2014,32537,Сбербанк России,Банки
8,0,,,8,0,,,,,,01.01.2015,32537,Сбербанк России,Банки
10,1,,,9,0,,,,,,01.04.2015,32537,Сбербанк России,Банки
10,1,,,9,0,,,,,,01.07.2015,32537,Сбербанк России,Банки
10,1,,,9,0,,,,,,01.10.2015,32537,Сбербанк России,Банки
,,,,15,,,,,,,01.07.2015,39019,Укрсоцбанк АКБ,Банки
,,,,15,,,,,,,01.10.2015,39019,Укрсоцбанк АКБ,Банки
,,8,0,8,,,,,,,01.07.2012,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,8,,,,,,,01.10.2012,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,8,,,,,,,01.01.2013,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,8,,,,,,,01.04.2013,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,8,,,,,,,01.07.2013,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.10.2013,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.01.2014,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.04.2014,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.07.2014,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.10.2014,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.01.2015,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.04.2015,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.07.2015,100011,ЕвразийскийБанкРазвит,Банки
,,8,0,,,,,,,,01.10.2015,100011,ЕвразийскийБанкРазвит,Банки
11,2,,,,,,,,,,01.07.2012,4879035,Банк ГПБ-Ипотека,Банки
11,2,,,,,,,,,,01.10.2012,4879035,Банк ГПБ-Ипотека,Банки
11,2,,,,,,,,,,01.01.2013,4879035,Банк ГПБ-Ипотека,Банки
11,2,,,,,,,,,,01.04.2013,4879035,Банк ГПБ-Ипотека,Банки
11,2,,,,,,,,,,01.07.2013,4879035,Банк ГПБ-Ипотека,Банки
11,2,,,,,,,,,,01.10.2013,4879035,Банк ГПБ-Ипотека,Банки
,,,,,,3,,,,,01.10.2012,5435949,Александровский Банк,Банки
,,,,,,3,,,,,01.01.2013,5435949,Александровский Банк,Банки
,,,,,,3,,,,,01.04.2013,5435949,Александровский Банк,Банки
,,,,,,3,,,,,01.07.2013,5435949,Александровский Банк,Банки
,,,,,,3,,,,,01.10.2013,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.01.2014,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.04.2014,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.07.2014,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.10.2014,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.01.2015,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.04.2015,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.07.2015,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.10.2015,5435949,Александровский Банк,Банки
,,,,,,2,,,,,01.01.2016,5435949,Банк Александровский,Банки
,,,,,,3,,,,,01.07.2012,5437279,Энергомашбанк,Банки
,,,,,,3,,,,,01.10.2012,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.01.2013,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.04.2013,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.07.2013,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.10.2013,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.01.2014,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.04.2014,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.07.2014,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.10.2014,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.01.2015,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.04.2015,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.07.2015,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.10.2015,5437279,Энергомашбанк,Банки
,,,,,,2,,,,,01.01.2016,5437279,Энергомашбанк,Банки
14,7,,,,,2,4,,,,01.07.2012,5838400,Морской банк,Банки
14,7,,,,,2,4,,,,01.10.2012,5838400,Морской банк,Банки
14,7,,,,,2,4,,,,01.01.2013,5838400,Морской банк,Банки
14,7,,,,,2,4,,,,01.04.2013,5838400,Морской банк,Банки
14,7,,,,,2,4,,,,01.07.2013,5838400,Морской банк,Банки
14,7,,,,,2,4,,,,01.10.2013,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.01.2014,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.04.2014,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.07.2014,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.10.2014,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.01.2015,5838400,Морской банк,Банки
15,9,,,,,2,4,,,,01.04.2015,5838400,Морской банк,Банки
15,9,,,,,,4,,,,01.07.2015,5838400,Морской банк,Банки
15,9,,,,,,4,,,,01.10.2015,5838400,Морской банк,Банки
,,,,,,,5,,,,01.01.2016,5838400,МОРСКОЙ БАНК (ОАО),Банки
16,11,,,,,,5,,,,01.07.2012,6905897,Стройкредит КБ,Банки
16,11,,,,,,5,,,,01.10.2012,6905897,Стройкредит КБ,Банки
16,11,,,,,,5,,,,01.01.2013,6905897,Стройкредит КБ,Банки
16,11,,,,,,5,,,,01.04.2013,6905897,Стройкредит КБ,Банки
16,11,,,,,,5,,,,01.07.2013,6905897,Стройкредит КБ,Банки
,,,,,,,5,,,,01.10.2013,6905897,Стройкредит КБ,Банки
,,,,,,,5,,,,01.01.2014,6905897,Стройкредит КБ,Банки
,,,,,,,,,,2,01.07.2012,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.10.2012,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.01.2013,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.04.2013,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.07.2013,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.10.2013,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.01.2014,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.04.2014,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.07.2014,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.10.2014,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.01.2015,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.04.2015,9105019,Социнвестбанк,Банки
,,,,,,,,,,2,01.07.2015,9105019,Социнвестбанк,Банки
,,,,,,,,,,7,01.10.2015,9105019,Социнвестбанк,Банки
,,,,,,,,,,7,01.01.2016,9105019,Социнвестбанк,Банки
,,,,,,2,,,,,01.07.2012,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.10.2012,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.01.2013,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.04.2013,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.07.2013,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.10.2013,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.01.2014,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.04.2014,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.07.2014,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.10.2014,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.01.2015,9107126,Финансовый стандарт КБ,Банки
,,,,,,2,,,,,01.04.2015,9107126,Финансовый стандарт КБ,Банки
,,,,,,3,,,,,01.07.2015,9107126,Финансовый стандарт КБ,Банки
,,,,,,3,,,,,01.10.2015,9107126,Финансовый стандарт КБ,Банки
,,,,,,3,,,,,01.01.2016,9107126,КБ «Финансовый стандарт»,Банки
14,7,,,,,,,,,,01.07.2012,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.10.2012,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.01.2013,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.04.2013,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.07.2013,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.10.2013,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.01.2014,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.04.2014,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.07.2014,9108414,МеталлургКомБанк,Банки
14,7,,,,,,,,,,01.10.2014,9108414,МеталлургКомБанк,Банки
14,7,,,,,1,,,,,01.01.2015,9108414,МеталлургКомБанк,Банки
14,7,,,,,1,,,,,01.04.2015,9108414,МеталлургКомБанк,Банки
14,7,,,,,1,,,,,01.07.2015,9108414,МеталлургКомБанк,Банки
14,7,,,,,1,,,,,01.10.2015,9108414,МеталлургКомБанк,Банки
,,,,,,1,,,,,01.01.2016,9108414,Металлургический коммерческий банк,Банки
,,,,,,3,,,,,01.10.2014,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,3,,,,,01.07.2014,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,3,,,,,01.04.2014,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,3,,,,,01.01.2013,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,3,,,,,01.10.2012,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,3,,,,,01.07.2012,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,2,,,,,01.01.2014,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,2,,,,,01.10.2013,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,2,,,,,01.07.2013,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,2,,,,,01.04.2013,9108420,Комсоцбанк «Бумеранг»,Банки
,,,,,,4,,,,,01.07.2012,9108437,НовыйПромышлБанк,Банки
,,,,,,4,,,,,01.10.2012,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.01.2013,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.04.2013,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.07.2013,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.10.2013,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.01.2014,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.04.2014,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.07.2014,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.10.2014,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.01.2015,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.04.2015,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.07.2015,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.10.2015,9108437,НовыйПромышлБанк,Банки
,,,,,,3,,,,,01.01.2016,9108437,Новый Промышленный Банк,Банки
,,,,,,2,,,,,01.07.2014,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.10.2014,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.01.2015,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.04.2015,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.07.2015,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.10.2015,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.01.2016,9109307,Владбизнесбанк,Банки
,,,,,,2,,,,,01.07.2012,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.10.2012,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.01.2013,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.04.2013,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.07.2013,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.10.2013,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.01.2014,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.04.2014,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.07.2014,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.10.2014,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.01.2015,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.04.2015,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.07.2015,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.10.2015,9116299,Радиотехбанк НКБ,Банки
,,,,,,2,,,,,01.01.2016,9116299,Радиотехбанк,Банки
,,,,,,3,,,,,01.07.2014,9116419,О.К. Банк,Банки
,,,,,,3,,,,,01.10.2014,9116419,О.К. Банк,Банки
,,,,,,3,,,,,01.01.2015,9116419,О.К. Банк,Банки
,,,,,,3,,,,,01.04.2015,9116419,О.К. Банк,Банки
,,,,,,3,,,,,01.07.2015,9116419,О.К. Банк,Банки
,,,,,,3,,,11,,01.10.2015,9116419,О.К. Банк,Банки
,,,,,,3,,,,,01.01.2016,9116419,Объединенный Кредитный Банк,Банки
,,,,,,2,,,,,01.07.2012,9116810,Ассоциация КБ,Банки
,,,,,,2,,,,,01.10.2012,9116810,Ассоциация КБ,Банки
,,,,,,2,,,,,01.01.2013,9116810,Ассоциация КБ,Банки
,,,,,,2,,,,,01.04.2013,9116810,Ассоциация КБ,Банки
,,,,,,2,,,,,01.07.2013,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.10.2013,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.01.2014,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.04.2014,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.07.2014,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.10.2014,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.01.2015,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.04.2015,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.07.2015,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.10.2015,9116810,Ассоциация КБ,Банки
,,,,,,1,,,,,01.01.2016,9116810,КБ «Ассоциация»,Банки
,,,,,,,,17,15,,01.04.2014,9123046,Акция АКБ,Банки
,,,,,,,,17,15,,01.07.2014,9123046,Акция АКБ,Банки
,,,,,,,,17,15,,01.10.2014,9123046,Акция АКБ,Банки
,,,,,,3,,,,,01.04.2015,9123046,Акция АКБ,Банки
,,,,,,3,,,,,01.07.2015,9123046,Акция АКБ,Банки
,,,,,,3,,,,,01.10.2015,9123046,Акция АКБ,Банки
,,,,,,3,,,,,01.10.2015,9125424,БайкалИнвестБанк,Банки
,,,,,,3,,,,,01.01.2016,9125424,БайкалИнвестБанк,Банки
,,,,,,,8,,,,01.07.2013,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.10.2013,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.01.2014,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.04.2014,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.07.2014,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.10.2014,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.01.2015,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.04.2015,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.07.2015,9125619,ВЛБАНК,Банки
,,,,,,,8,,,,01.10.2015,9125619,ВЛБАНК,Банки
,,,,,,,9,,,,01.07.2012,9125619,ВЛБАНК,Банки
,,,,,,,9,,,,01.10.2012,9125619,ВЛБАНК,Банки
,,,,,,,9,,,,01.01.2013,9125619,ВЛБАНК,Банки
,,,,,,,9,,,,01.04.2013,9125619,ВЛБАНК,Банки
,,,,,,3,,,,,01.07.2013,9128121,Бум-Банк,Банки
,,,,,,3,,,,,01.04.2013,9128121,Бум-Банк,Банки
,,,,,,3,,,,,01.01.2013,9128121,Бум-Банк,Банки
,,,,,,3,,,,,01.10.2012,9128121,Бум-Банк,Банки
,,,,,,3,,,,,01.07.2012,9128121,Бум-Банк,Банки
,,,,,,2,,,,,01.07.2012,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.10.2012,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.01.2013,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.04.2013,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.07.2013,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.10.2013,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.01.2014,9131011,БИНБАНК Тверь,Банки
,,,,,,2,,,,,01.04.2014,9131011,БИНБАНК Тверь,Банки
,,,,,,,5,,,,01.07.2012,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.10.2012,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.01.2013,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.04.2013,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.07.2013,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.10.2013,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.01.2014,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.04.2014,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.07.2014,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.10.2014,9136304,Норвик Банк,Банки
,,,,,,,5,,,,01.01.2015,9136304,Норвик Банк,Банки
14,7,14,7,,,2,,9,3,,01.07.2012,9139030,Совкомбанк,Банки
14,7,14,7,,,2,,9,3,,01.10.2012,9139030,Совкомбанк,Банки
14,7,14,7,,,2,,9,3,,01.01.2013,9139030,Совкомбанк,Банки
14,7,14,7,,,2,,9,3,,01.04.2013,9139030,Совкомбанк,Банки
14,7,14,7,,,2,,9,3,,01.07.2013,9139030,Совкомбанк,Банки
14,7,14,7,,,2,,9,3,,01.10.2013,9139030,Совкомбанк,Банки
14,7,14,7,,,1,,9,3,,01.01.2014,9139030,Совкомбанк,Банки
14,7,14,7,,,1,,9,3,,01.04.2014,9139030,Совкомбанк,Банки
,,14,7,,,1,,9,3,,01.07.2014,9139030,Совкомбанк,Банки
,,14,6,13,5,,,9,3,,01.10.2014,9139030,Совкомбанк,Банки
,,14,6,13,5,,,9,3,,01.01.2015,9139030,Совкомбанк,Банки
,,14,6,13,5,,,9,3,,01.04.2015,9139030,Совкомбанк,Банки
,,14,6,13,5,,,9,3,,01.07.2015,9139030,Совкомбанк,Банки
,,14,6,13,5,,,8,2,,01.10.2015,9139030,Совкомбанк,Банки
,,,,,,10,,,,,01.01.2015,9139308,Торгово-строительный банк,Банки
,,,,,,3,,,,,01.01.2013,9139308,Торгово-строительный банк,Банки
,,,,,,3,,,,,01.10.2012,9139308,Торгово-строительный банк,Банки
,,,,,,3,,,,,01.07.2012,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.10.2014,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.07.2014,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.04.2014,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.01.2014,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.10.2013,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.07.2013,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.04.2013,9139308,Торгово-строительный банк,Банки
,,,,,,2,,,,,01.07.2013,9141558,МТИ-Банк,Банки
,,,,,,2,,,,,01.10.2013,9141558,МТИ-Банк,Банки
,,,,,,2,,,,,01.01.2014,9141558,МТИ-Банк,Банки
,,,,,,3,,,,,01.04.2014,9141558,МТИ-Банк,Банки
,,,,,,,,,14,,01.07.2015,9141558,МТИ-Банк,Банки
,,,,,,,,,14,,01.10.2015,9141558,МТИ-Банк,Банки
,,,,,,2,,,,,01.01.2013,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.04.2013,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.07.2013,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.10.2013,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.01.2014,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.04.2014,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.07.2014,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.10.2014,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.01.2015,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.04.2015,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.07.2015,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.10.2015,9143037,ГАЗТРАНСБАНК,Банки
,,,,,,2,,,,,01.01.2016,9143037,ГТ Банк,Банки
,,,,,,2,,,,,01.10.2012,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.01.2013,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.04.2013,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.07.2013,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.10.2013,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.01.2014,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.04.2014,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.07.2014,9143050,Новация АКБ,Банки
,,,,,,2,,,,,01.01.2015,9143050,Новация АКБ,Банки
,,,,,,3,,,,,01.04.2015,9143050,Новация АКБ,Банки
