date;entity_id;entity;sector;MDS_Bank;SP_Bank;FCH_Bank;EXP_Bank;NRA_Bank;RUS_Bank;AKM_Bank
01-Jul-2014;20501862;Креди Агриколь КИБ;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;20501951;КИТ Финанс ИБ;Банки;NaN;NaN;9;NaN;4;NaN;NaN
01-Jul-2014;20606880;ВТБ 24;Банки;0;NaN;1;NaN;NaN;0;NaN
01-Jul-2014;20921624;Веста ИБ;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2014;20986262;СИБСОЦБАНК;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;21182608;Газбанк КБ;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;21291250;Солидарность КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;21293615;Унифин КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;21301875;Земский банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;21553996;Банк КУБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;21768455;Ермак НГАБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;21887160;МеждународКоммерБанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;22360041;РусЮгбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;22498791;КОР АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;22779691;Промэнергобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;22881700;Энерготрансбанк КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;23618116;Пойдём! КБ;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2014;23773638;ИТ Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2014;23807805;МИРАФ-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;23832312;Инбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;24153783;Росэнергобанк;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;24635252;Промрегионбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;25054072;Меткомбанк;Банки;8;NaN;NaN;1;3;NaN;NaN
01-Jul-2014;25085167;Банк24.ру;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2014;25094551;МОСОБЛБАНК;Банки;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;26237308;Транскапиталбанк АКБ;Банки;4;NaN;NaN;0;NaN;NaN;NaN
01-Jul-2014;26482634;Кранбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;26781450;Банк Северный Кредит;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;26902728;Банк Агророс;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;27068718;АлтайБизнес-Банк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;27089962;Зернобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;27210292;Центр-Инвест КБ;Банки;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;27297123;ИнвестКапиталБанк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;27456165;Таврический АКБ;Банки;NaN;9;NaN;NaN;NaN;6;NaN
01-Jul-2014;27800243;Актив Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;28880304;БАНК ГОРОД;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29034830;Ситибанк КБ;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;29039419;Банк Инноваций и Развития;Банки;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;29055884;Русский Торговый Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29058032;Экономический Союз КБ;Банки;NaN;NaN;NaN;NaN;NaN;10;NaN
01-Jul-2014;29284662;Банк Сбережений и Кредита;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;29287152;ПИР Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2014;29289642;Банк БКФ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29289903;Славия АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29290740;Международный Банк Развития (ЗАО), КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;29290881;Тинькофф Банк;Банки;7;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2014;29292006;Держава АКБ;Банки;9;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;29292450;ОПМ-Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29292940;Банк Москвы АКБ;Банки;NaN;0;1;NaN;NaN;1;NaN
01-Jul-2014;29293553;Инвестторгбанк АКБ;Банки;8;5;NaN;NaN;3;NaN;NaN
01-Jul-2014;29293885;ОТП Банк;Банки;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2014;29293916;ТЭМБР-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29294011;Диг-Банк;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2014;29294100;СВА АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29294134;Автоторгбанк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;29295418;СТРАТЕГИЯ АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29295677;Росавтобанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29295996;НББ, ОАО;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2014;29296062;НРБанк;Банки;9;NaN;12;NaN;4;NaN;NaN
01-Jul-2014;29296174;Юниаструм Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29296820;Синко-Банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29298144;Эргобанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29298210;Мосводоканалбанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29300705;Евромет АКБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;29303313;ИШБАНК;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;29304028;Авангард АКБ;Банки;7;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2014;29304075;Банк Развитие-Столица;Банки;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;29304086;Интеркредит КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29306151;ИНВЕСТСОЦБАНК;Банки;NaN;NaN;NaN;NaN;NaN;10;NaN
01-Jul-2014;29306211;РГС Банк;Банки;7;NaN;NaN;2;3;NaN;NaN
01-Jul-2014;29306234;Экспобанк;Банки;NaN;NaN;8;NaN;NaN;4;NaN
01-Jul-2014;29306553;Нацинвестпромбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29307251;ФДБ КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29308428;НС Банк;Банки;9;NaN;NaN;1;3;NaN;NaN
01-Jul-2014;29309115;Анталбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29310827;Открытие Банк;Банки;NaN;4;NaN;NaN;0;NaN;NaN
01-Jul-2014;29313754;ЯР-Банк;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;29313978;ЕВРОТРАСТ КБ, ЗАО;Банки;20;NaN;NaN;10;NaN;NaN;NaN
01-Jul-2014;29314653;МФБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29317321;Руна-банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29318786;Банк Жилфинанс;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;29320033;Русстройбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29323250;Транспортный КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29323770;Банк ИПБ;Банки;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;29325987;Банк Зенит;Банки;NaN;NaN;4;NaN;NaN;3;NaN
01-Jul-2014;29351447;Межтопэнергобанк АКБ;Банки;NaN;7;NaN;NaN;3;NaN;NaN
01-Jul-2014;29351619;Фондсервисбанк;Банки;11;NaN;NaN;NaN;4;6;NaN
01-Jul-2014;29351625;Европлан Банк;Банки;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;29351677;Легион АКБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;29351683;БАНК ИТБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;29351758;РМБ КБ;Банки;9;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;29351826;ИнтрастБанк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;2
01-Jul-2014;29351921;Лайтбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;29393440;ЛОКО-Банк КБ;Банки;6;NaN;6;1;NaN;NaN;NaN
01-Jul-2014;29465091;НК Банк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;31029552;ПетербургСоцКомБанк;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;31233726;УралКапиталБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;31452865;Алмазэргиэнбанк АКБ;Банки;NaN;NaN;4;1;NaN;NaN;NaN
01-Jul-2014;32020814;БАНК УРАЛСИБ;Банки;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2014;32237844;Алтайкапиталбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2014;32293624;Кубань Кредит КБ;Банки;9;NaN;NaN;NaN;NaN;6;NaN
01-Jul-2014;32350782;ЮГ-Инвестбанк АБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;32542275;Банк Резерв;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;32838957;СЭБ Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;33240417;Экспресс-Волга АКБ;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2014;33275404;Востсибтранскомбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;33480073;Развитие КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;33549575;АК Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;33618850;ПримСоцБанк СКБ;Банки;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2014;33730725;Траст Капитал Банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4
01-Jul-2014;33797120;РБР АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;33863696;ИнтехБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;2
01-Jul-2014;33863779;РОСТ БАНК;Банки;NaN;9;NaN;1;NaN;NaN;NaN
01-Jul-2014;33863839;Татфондбанк АИКБ;Банки;7;6;NaN;2;3;NaN;1
01-Jul-2014;34236369;БАНК СГБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;34336540;Прайм Финанс Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;34579715;Джей энд Ти Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;34922679;Агропромкредит КБ;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;35333241;НОТА-Банк;Банки;7;6;NaN;1;NaN;NaN;NaN
01-Jul-2014;35385723;ББР Банк;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;35697262;Приморье АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;35867089;Эксперт Банк;Банки;NaN;NaN;NaN;2;8;NaN;NaN
01-Jul-2014;35959503;Мегаполис КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;36260426;Стройлесбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;36392180;Оренбург КБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;36425689;Екатеринбург Банк;Банки;NaN;NaN;NaN;NaN;6;8;NaN
01-Jul-2014;36689974;Углеметбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;36727054;КОШЕЛЕВ-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;39435553;Банк БФА;Банки;NaN;6;NaN;1;NaN;NaN;NaN
01-Jul-2014;39464738;БалтИнвестБанк;Банки;8;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2014;40002380;Нефтяной Альянс КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;40008023;Евроазиатский ИнвестБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;40092236;ПроКоммерцБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40092868;СБ Банк;Банки;8;7;NaN;1;3;NaN;NaN
01-Jul-2014;40093098;Нордеа Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;40097897;Мастер-Капитал АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;40099936;БФГ-Кредит КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;40100094;Рублев КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;2
01-Jul-2014;40133419;Внешпромбанк;Банки;7;4;NaN;0;2;NaN;NaN
01-Jul-2014;40148343;Промсвязьбанк;Банки;NaN;2;NaN;NaN;1;3;NaN
01-Jul-2014;40152398;Гранд Инвест Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40154919;Военно-Промбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40198845;Росевробанк;Банки;4;NaN;4;NaN;3;NaN;NaN
01-Jul-2014;40204899;Москомбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;40275706;Профит Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;40354914;Интерпромбанк КБ;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;40356362;Маст-банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40449715;Эйч-эс-би-си Банк (РР);Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;40654987;Банк Казани КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40696454;Газэнергобанк;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2014;40772422;Дагэнергобанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;41028826;СИАБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;41684074;Банк ЦЕРИХ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;41761171;Оранжевый КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2014;42530114;ФИА-банк КБ;Банки;NaN;NaN;NaN;3;8;NaN;NaN
01-Jul-2014;42771875;Вега-Банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;42809477;Союзный КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;42881635;ВсероссБРР;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;42943661;Райффайзенбанк;Банки;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2014;42949184;Первый ЧешскоРоссийКБ;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;43433198;Банк Траст;Банки;NaN;NaN;NaN;2;NaN;6;NaN
01-Jul-2014;44400887;Данске банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;44999855;Русьуниверсалбанк;Банки;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2014;46224302;Хакасский МБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;46360991;Кредит Европа Банк;Банки;3;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2014;47359576;СовременныйКомерческБанк;Банки;7;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2014;52597303;МИА КБ;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;52750822;Россельхозбанк;Банки;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2014;54949060;РФИ Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;55000731;Ренессанс Кредит КБ;Банки;NaN;6;8;NaN;NaN;NaN;NaN
01-Jul-2014;55951900;Крайинвестбанк;Банки;NaN;5;9;NaN;NaN;NaN;NaN
01-Jul-2014;56641478;Москоммерцбанк;Банки;NaN;NaN;14;NaN;4;NaN;NaN
01-Jul-2014;56657657;СМП Банк;Банки;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2014;57997869;КРК КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2014;58130187;Дил-банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;58221378;Натиксис Банк;Банки;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;58986098;БНП Париба Банк;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;59055502;Новый Век КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;59718514;Нацкорпбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;59735056;Банк НационалСтандарт;Банки;9;NaN;NaN;1;NaN;NaN;1
01-Jul-2014;59753858;Миллениум Банк;Банки;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;59833333;ТРОЙКА-Д БАНК;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;61670884;Сумитомо Мицуи Рус Банк;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;70130365;Банк НФК;Банки;9;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;70170324;БРТ КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2014;77816597;Форус Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;83086298;АйСиБиСи Банк;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;84844298;Банк БЦК-Москва;Банки;NaN;NaN;7;2;NaN;NaN;NaN
01-Jul-2014;86656951;МеждСтройБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;89581716;НОВОЕ ВРЕМЯ КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;93316090;Тюменьагропромбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;93583023;Первобанк;Банки;9;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;93976946;Ермак-Брокер БК;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2014;96520787;Банк Оф Токио (Евразия);Банки;NaN;0;NaN;NaN;0;NaN;NaN
01-Jul-2014;96537839;НКЦ Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;96538365;Юнистрим КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;32520;Банк ВТБ;Банки;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2013;32537;Сбербанк России;Банки;0;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2013;100011;ЕвразийскийБанкРазвит;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;4879035;Банк ГПБ-Ипотека;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;5435949;Александровский Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;5437279;Энергомашбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;5838400;Морской банк;Банки;7;NaN;NaN;2;4;NaN;NaN
01-Jul-2013;6905897;Стройкредит КБ;Банки;11;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;9105019;Социнвестбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;9107126;Финансовый стандарт КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9108414;МеталлургКомБанк;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;9108437;НовыйПромышлБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;9116299;Радиотехбанк НКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9116810;Ассоциация КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9131011;БИНБАНК Тверь;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9136304;Норвик Банк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;9139030;Совкомбанк;Банки;7;7;NaN;2;NaN;3;NaN
01-Jul-2013;9141558;МТИ-Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9143037;ГАЗТРАНСБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9143050;Новация АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9144918;Енисей АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9155046;Курскпромбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9156011;Липецккомбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;9185544;Проинвестбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9188382;МПСБ КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;9224343;Банк Левобережный;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9224971;НОМОС-БАНК-Сибирь;Банки;NaN;NaN;NaN;NaN;0;NaN;NaN
01-Jul-2013;9227873;Плюс Банк;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2013;9241018;Дальневосточный банк;Банки;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;9246045;ДОНКОМБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9251146;ОРБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9251548;Промсельхозбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9253174;Уральский МежрегионБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;9253317;Первоуральскбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9253642;Уралтрансбанк;Банки;NaN;NaN;12;NaN;NaN;NaN;NaN
01-Jul-2013;9263511;Тамбовкредитпромбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9265013;Татсоцбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9265467;Автоградбанк;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;9265674;Заречье АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2013;9265705;БТА-Казань (ОАО), АКБ;Банки;NaN;NaN;12;NaN;NaN;NaN;NaN
01-Jul-2013;9265763;Анкор Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9265941;Энергобанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9265964;Камский КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9265987;Банк Аверс;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;9268282;Запсибкомбанк;Банки;NaN;5;NaN;1;NaN;NaN;NaN
01-Jul-2013;9268709;Банк ЮГРА;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9269011;Ижкомбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;3
01-Jul-2013;9271019;НОМОС-РЕГИОБАНК;Банки;NaN;NaN;NaN;1;0;NaN;NaN
01-Jul-2013;9272303;Азиатско-ТихоокеанскБанк;Банки;7;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;9275017;Солид Банк;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2013;9278990;Банк Снежинский;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9282017;Евразийский банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2013;9282454;Невский Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;9284542;НИКО-Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9284565;Русь ОИКБ;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2013;9286268;Банк СБРР;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9286357;Чувашкредитпромбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9287233;Банк Таатта;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9301178;Экономбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9301192;Связь-Банк АКБ;Банки;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2013;9306717;Банк Первомайский;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;9306769;Банк Венец;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2013;9307450;Айви Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;9307556;СДМ-Банк КБ;Банки;NaN;NaN;6;NaN;NaN;4;NaN
01-Jul-2013;9307562;Интеркоммерц КБ;Банки;NaN;9;NaN;NaN;4;NaN;NaN
01-Jul-2013;9307651;ВУЗ-Банк;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2013;9307757;НоваховКапиталБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
