date;entity_id;entity;sector;MDS_Bank;SP_Bank;FCH_Bank;EXP_Bank;NRA_Bank;RUS_Bank;AKM_Bank
01-Jul-2015;5061;Внешэкономбанк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;32520;Банк ВТБ;Банки;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;32537;Сбербанк России;Банки;1;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;100011;ЕвразийскийБанкРазвит;Банки;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;5435949;Александровский Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;5437279;Энергомашбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;5838400;Морской банк;Банки;9;NaN;NaN;2;4;NaN;NaN
01-Jul-2015;9105019;Социнвестбанк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2015;9107126;Финансовый стандарт КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9108414;МеталлургКомБанк;Банки;7;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9108437;НовыйПромышлБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9109307;Владбизнесбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9116299;Радиотехбанк НКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9116419;О.К. Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9116810;Ассоциация КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9123046;Акция АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9139030;Совкомбанк;Банки;NaN;6;5;NaN;NaN;3;NaN
01-Jul-2015;9141558;МТИ-Банк;Банки;NaN;NaN;NaN;NaN;NaN;14;NaN
01-Jul-2015;9143037;ГАЗТРАНСБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9143050;Новация АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9144918;Енисей АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9155046;Курскпромбанк;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9156011;Липецккомбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9185544;Проинвестбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9188382;МПСБ КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9224343;Банк Левобережный;Банки;NaN;NaN;6;1;NaN;NaN;NaN
01-Jul-2015;9227873;Плюс Банк;Банки;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2015;9227917;СИБЭС Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9231468;Русский Трастовый Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;9233102;Заубер Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9241018;Дальневосточный банк;Банки;5;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;9246045;ДОНКОМБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9251146;ОРБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9251548;Промсельхозбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9253174;Уральский МежрегионБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9253317;Первоуральскбанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9253642;Уралтрансбанк;Банки;NaN;NaN;12;NaN;NaN;NaN;NaN
01-Jul-2015;9263511;Тамбовкредитпромбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9264195;Народный банк РТ;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2015;9265013;Татсоцбанк;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9265198;ТАТАГРОПРОМБАНК;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9265467;Автоградбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9265674;Заречье АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9265763;Анкор Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9265941;Энергобанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9265964;Камский КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9265987;Банк Аверс;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9268282;Запсибкомбанк;Банки;NaN;5;NaN;1;NaN;NaN;NaN
01-Jul-2015;9268709;Банк ЮГРА;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9269011;Ижкомбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;2
01-Jul-2015;9271054;Роял Кредит Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9272303;Азиатско-ТихоокеанскБанк;Банки;7;NaN;6;1;NaN;NaN;NaN
01-Jul-2015;9275017;Солид Банк;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2015;9278990;Банк Снежинский;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9282017;Евразийский банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9282454;Невский Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9284542;НИКО-Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9284565;Русь ОИКБ;Банки;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2015;9286268;Банк СБРР;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9286274;БДБ КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2015;9286357;Чувашкредитпромбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9287233;Банк Таатта;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9288273;Кредпромбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9301178;Экономбанк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9301192;Связь-Банк АКБ;Банки;NaN;3;3;NaN;NaN;NaN;NaN
01-Jul-2015;9306717;Банк Первомайский;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9306769;Банк Венец;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;9307450;Айви Банк;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2015;9307556;СДМ-Банк КБ;Банки;NaN;NaN;6;NaN;NaN;3;NaN
01-Jul-2015;9307562;Интеркоммерц КБ;Банки;NaN;9;NaN;NaN;4;NaN;NaN
01-Jul-2015;9307651;ВУЗ-Банк;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2015;9307757;НоваховКапиталБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9307770;ИнвестиционныйСоюз КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;9307935;Таурус Банк;Банки;NaN;NaN;NaN;10;NaN;NaN;NaN
01-Jul-2015;9308296;Лесбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9308343;Петрокоммерц КБ;Банки;7;4;NaN;1;NaN;3;NaN
01-Jul-2015;9308403;Фора-Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9309383;СтарБанк;Банки;NaN;NaN;NaN;3;NaN;NaN;3
01-Jul-2015;9309443;Акцепт КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9309519;ЗЕМКОМБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9309638;Сургутнефтегазбанк;Банки;NaN;NaN;NaN;2;2;NaN;NaN
01-Jul-2015;9309822;Аспект АБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9309839;Банк Кузнецкий;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;9316294;Тальменка-Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9317031;ГЛОБЭКСБАНК;Банки;NaN;3;4;NaN;NaN;NaN;NaN
01-Jul-2015;9317135;МИнБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9317460;М БАНК;Банки;NaN;NaN;NaN;NaN;NaN;12;NaN
01-Jul-2015;9317619;Балтика АКБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2015;9318608;БАНК РСБ 24;Банки;9;NaN;NaN;3;NaN;NaN;2
01-Jul-2015;9318941;Московский Кредитный Банк;Банки;4;3;3;0;NaN;2;NaN
01-Jul-2015;9320752;СКБ-Банк;Банки;7;NaN;NaN;1;NaN;3;NaN
01-Jul-2015;9610444;Альфа-Банк;Банки;NaN;2;1;NaN;0;0;NaN
01-Jul-2015;9610839;Еврофинанс Моснарбанк АКБ;Банки;4;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2015;9620046;Банк МНХБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9620230;Агросоюз КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9620276;Башкомснаббанк;Банки;NaN;NaN;NaN;NaN;6;NaN;2
01-Jul-2015;9620767;Банк Возрождение;Банки;4;3;NaN;NaN;NaN;2;NaN
01-Jul-2015;9620885;М2М Прайвет Банк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2015;9790127;БАНК РКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9801322;Новопокровский КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9801500;Челиндбанк АКБ;Банки;NaN;NaN;4;NaN;NaN;6;NaN
01-Jul-2015;9801517;Банк Премьер Кредит;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9801575;ЧЕЛЯБИНВЕСТБАНК;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;9801670;Холмсккомбанк;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2015;9801871;Советский банк;Банки;NaN;NaN;NaN;5;NaN;NaN;NaN
01-Jul-2015;9804094;МДМ Банк;Банки;9;5;NaN;NaN;2;5;NaN
01-Jul-2015;9804102;Банк Российский Кредит;Банки;18;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;9804148;Россия АБ;Банки;NaN;NaN;NaN;0;NaN;NaN;NaN
01-Jul-2015;9804622;СИБНЕФТЕБАНК;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9804728;Банк Санкт-Петербург;Банки;NaN;NaN;4;0;NaN;NaN;NaN
01-Jul-2015;9806035;Банк АВБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9806207;Кольцо Урала КБ;Банки;NaN;9;NaN;2;NaN;NaN;NaN
01-Jul-2015;9806271;Темпбанк МАБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;9806561;Экспресс-Кредит АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9806578;МБСПб;Банки;NaN;7;NaN;NaN;NaN;9;NaN
01-Jul-2015;9806868;ЦентроКредит АКБ;Банки;NaN;7;NaN;NaN;3;NaN;NaN
01-Jul-2015;9807224;Прио-Внешторгбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9807247;ЮниКредит Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;9807336;ГУТА-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9807359;РосинтерБанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;9807543;Урал ФД АКБ;Банки;9;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9807649;ИРС АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9807684;Банк ГПБ;Банки;2;1;1;0;NaN;0;NaN
01-Jul-2015;9807804;ХКФ Банк;Банки;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;9808117;Кредит-Москва АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9808755;Волго-Камский банк;Банки;NaN;NaN;NaN;7;NaN;NaN;NaN
01-Jul-2015;9809068;ВОКБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;9809128;УБРиР;Банки;NaN;8;NaN;NaN;2;NaN;NaN
01-Jul-2015;10041566;Региональный кредит КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;10163980;КЕДР КБ;Банки;15;NaN;12;NaN;NaN;NaN;NaN
01-Jul-2015;10245961;Ставропольпромстройбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;10253149;ЕвроситиБанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;10332973;Восточный Экспресс КБ;Банки;9;NaN;8;2;NaN;NaN;NaN
01-Jul-2015;10561293;Банк Вологжанин;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;10658812;Саровбизнесбанк;Банки;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2015;10668259;НБД-Банк;Банки;5;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;10731360;Иваново КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;10844124;Элита банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;10874390;Камчатпрофитбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;10919075;Хлынов КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;11707493;Русфинанс Банк;Банки;1;1;0;NaN;NaN;NaN;NaN
01-Jul-2015;11921234;Форштадт АКБ;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2015;12187601;ЛЕНОБЛБАНК;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;12507282;ХМБ Открытие;Банки;3;3;NaN;NaN;0;2;NaN
01-Jul-2015;12844128;Еврокоммерц КБ;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2015;12925200;КС-Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;13000065;Спурт АКБ;Банки;NaN;NaN;9;NaN;NaN;8;NaN
01-Jul-2015;13000543;Девон-Кредит АБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;13001745;Ак Барс АКБ;Банки;5;NaN;4;NaN;NaN;3;NaN
01-Jul-2015;13001900;Камский Горизонт КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;13001981;Акибанк;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;13068554;БыстроБанк;Банки;7;NaN;8;NaN;NaN;NaN;NaN
01-Jul-2015;13243000;РосДорБанк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;14284024;РИАБАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;16249960;АйМаниБанк;Банки;12;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2015;16250087;Эл Банк;Банки;NaN;NaN;NaN;NaN;8;NaN;NaN
01-Jul-2015;16578422;БКС Банк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2015;16582292;Русский Ипотечный Банк;Банки;NaN;NaN;NaN;2;6;NaN;NaN
01-Jul-2015;17023028;Интерактивный Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;17180609;Ланта-Банк КБ;Банки;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2015;17226837;Альба-Альянс КБ;Банки;8;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;17317770;Чайна Констракшн Банк;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;17337293;БТФ КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;17502837;Нэклис-Банк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;17504207;Пересвет АКБ;Банки;NaN;4;6;0;NaN;2;NaN
01-Jul-2015;17507529;Нефтепромбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17507909;Алеф-банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2015;17508352;Финпромбанк АКБ;Банки;9;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17508783;Образование АКИБ;Банки;9;9;NaN;NaN;4;NaN;1
01-Jul-2015;17512023;Банк Интеза;Банки;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;17514743;Транснациональный банк КБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;17516067;МТС-Банк;Банки;NaN;NaN;6;NaN;NaN;4;1
01-Jul-2015;17522116;РОСБАНК;Банки;1;NaN;0;NaN;NaN;0;NaN
01-Jul-2015;17523370;Русский Стандарт Банк;Банки;9;6;9;NaN;NaN;7;NaN
01-Jul-2015;17525770;Российский Капитал АКБ;Банки;10;NaN;4;0;2;NaN;NaN
01-Jul-2015;17526367;Банк Солидарность;Банки;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2015;17526516;Век АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17526887;Банк ФК Открытие;Банки;5;3;NaN;NaN;0;2;NaN
01-Jul-2015;17527415;Абсолют Банк;Банки;5;NaN;6;0;NaN;NaN;NaN
01-Jul-2015;17531233;ОФК Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17532103;Банк Клиентский;Банки;NaN;NaN;NaN;6;NaN;NaN;NaN
01-Jul-2015;17534020;Пробизнесбанк АКБ;Банки;9;NaN;8;NaN;NaN;4;NaN
01-Jul-2015;17534094;Связной Банк;Банки;NaN;NaN;NaN;7;NaN;NaN;NaN
01-Jul-2015;17534194;Банк СОЮЗ;Банки;NaN;6;NaN;NaN;NaN;9;NaN
01-Jul-2015;17535627;МеталлИнвестБанк;Банки;7;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2015;17536845;БНКВ;Банки;NaN;NaN;NaN;3;NaN;8;NaN
01-Jul-2015;17537224;Межтрастбанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;17537626;БЭНК ОФ ЧАЙНА;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;17539789;Генбанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17541272;Новикомбанк АКБ;Банки;7;NaN;8;1;NaN;NaN;NaN
01-Jul-2015;17541355;Инг Банк (Евразия);Банки;0;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;17541800;Мосуралбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17543549;БИНБАНК;Банки;NaN;7;NaN;1;2;1;NaN
01-Jul-2015;17543992;МежрегионКлирингБанк;Банки;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2015;17544201;Гарант-Инвест КБ;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2015;17546341;Экономикс-Банк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17546909;МеждФинКлуб АКБ;Банки;7;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;17546938;Банк РасчетовИСбережений;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;17667493;Трансстройбанк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;18166936;НЗБанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;18511570;Денизбанк Москва;Банки;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2015;18753303;Мидзухо Банк(Москва);Банки;NaN;NaN;NaN;NaN;1;NaN;NaN
01-Jul-2015;18866059;ДельтаКредит КБ;Банки;1;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;18933034;МСП БАНК;Банки;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;20501862;Креди Агриколь КИБ;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;20606880;ВТБ 24;Банки;1;NaN;NaN;NaN;NaN;0;NaN
01-Jul-2015;20921624;Веста ИБ;Банки;NaN;NaN;NaN;2;7;NaN;NaN
01-Jul-2015;20986262;СИБСОЦБАНК;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;21182608;Газбанк КБ;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2015;21291250;Солидарность КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;21293615;Унифин КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;21301875;Земский банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;21417572;ФорБанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;21553996;Банк КУБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;21768455;Ермак НГАБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;21887160;МеждународКоммерБанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;22360041;РусЮгбанк КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;22498791;КОР АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;22779691;Промэнергобанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;22881700;Энерготрансбанк КБ;Банки;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;23618116;Пойдём! КБ;Банки;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2015;23773638;ИТ Банк АКБ;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;23807805;МИРАФ-БАНК;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;23832312;Инбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;24153783;Росэнергобанк;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2015;24635252;Промрегионбанк;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;25054072;Меткомбанк;Банки;8;NaN;NaN;1;3;NaN;NaN
01-Jul-2015;25102440;НЕВАСТРОЙИНВЕСТ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;26237308;Транскапиталбанк АКБ;Банки;5;NaN;NaN;0;NaN;NaN;NaN
01-Jul-2015;26482634;Кранбанк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;26781450;Банк Северный Кредит;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;26902728;Банк Агророс;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;27068718;АлтайБизнес-Банк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;27089962;Зернобанк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;27210292;Центр-Инвест КБ;Банки;4;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;27297123;ИнвестКапиталБанк;Банки;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2015;27456165;Таврический АКБ;Банки;NaN;21;NaN;NaN;NaN;19;NaN
01-Jul-2015;27800243;Актив Банк АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;28880304;БАНК ГОРОД;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29034830;Ситибанк КБ;Банки;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2015;29039419;Банк Инноваций и Развития;Банки;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;29055884;Русский Торговый Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29058032;Экономический Союз КБ;Банки;NaN;NaN;NaN;NaN;NaN;10;NaN
01-Jul-2015;29287152;ПИР Банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2015;29288039;Центрально-ЕвропБанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29288571;РИТЦ банк;Банки;NaN;NaN;NaN;NaN;NaN;NaN;4
01-Jul-2015;29289642;Банк БКФ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29289903;Славия АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29290881;Тинькофф Банк;Банки;7;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2015;29292006;Держава АКБ;Банки;9;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2015;29292450;ОПМ-Банк КБ;Банки;NaN;NaN;NaN;10;NaN;NaN;NaN
01-Jul-2015;29292940;Банк Москвы АКБ;Банки;NaN;1;NaN;NaN;NaN;1;NaN
01-Jul-2015;29293553;Инвестторгбанк АКБ;Банки;8;7;NaN;NaN;3;NaN;NaN
01-Jul-2015;29293885;ОТП Банк;Банки;3;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2015;29293916;ТЭМБР-БАНК;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29294100;СВА АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29294134;Автоторгбанк;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2015;29294382;Кросна-Банк АКБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29295418;СТРАТЕГИЯ АКБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29295677;Росавтобанк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29296062;НРБанк;Банки;9;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2015;29296174;Юниаструм Банк;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2015;29296820;Синко-Банк КБ;Банки;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2015;29298144;Эргобанк КБ;Банки;NaN;NaN;NaN;3;NaN;NaN;NaN
