date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPC;NRAC;RUSCIsc;RUSCNsc;AKMC
735051;Дальневост ГенерКомп;;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735051;СИБУР Холдинг;Нефтегазовый;11;NaN;NaN;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735051;ЭГК;;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;Атомэнергопром;Электроэнергетика;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;Обувьрус;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735051;Первая Грузовая компания;;NaN;NaN;9;1;10;2;NaN;NaN;NaN;NaN;NaN
735051;Юникстейт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735051;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735051;Мираторг АПХ;;NaN;NaN;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
735051;Промтрансинвест;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735051;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735051;Волга Инженерная Группа;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735051;СевВостУгольКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735051;ТЕНЕКС-Сервис;;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;НефтеТрансСервис;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735051;ЭР-Телеком Холдинг;;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;РОСНАНО;Технологии;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;Россети;Электроэнергетика;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735051;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735051;ТрансКонтейнер;Транспорт;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735051;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735051;ИКС 5 ФИНАНС;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Газпром;Нефтегазовый;7;NaN;8;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735416;Роснефть НК;Нефтегазовый;7;NaN;8;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЛУКОЙЛ НК;Нефтегазовый;8;NaN;8;0;9;NaN;NaN;NaN;NaN;NaN;NaN
735416;Транснефть АК;Нефтегазовый;7;0;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;РЖД;Транспорт;7;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735416;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
735416;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;Якутскэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735416;Башнефть;Нефтегазовый;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735416;Татнефть;Нефтегазовый;10;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЯТЭК;Нефтегазовый;NaN;NaN;NaN;NaN;15;10;NaN;NaN;NaN;NaN;NaN
735416;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;Северсталь;Металлургический;10;NaN;10;1;11;3;NaN;NaN;NaN;NaN;NaN
735416;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735416;Кокс Кемерово;Металлургический;14;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;17;NaN;NaN;NaN;NaN;NaN;NaN
735416;Акрон;Химпром, минудобрения;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735416;Уралкалий;Химпром, минудобрения;9;0;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
735416;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
735416;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;АвтоВАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;15;11;NaN;NaN;NaN;NaN;NaN
735416;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ДВМП;Транспорт;NaN;NaN;12;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735416;Совкомфлот;Транспорт;12;3;10;1;11;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЮТЭйр АвиаКомп;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Ростелеком Волга;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Ингосстрах;Страхование;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Московское РечПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Водоканал С-Пб ГУП;ЖКХ;8;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Мосводоканал;ЖКХ;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Распадская;Горнодобыча;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735416;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;НЛМК;Металлургический;9;0;10;1;9;1;NaN;NaN;NaN;NaN;NaN
735416;Азот Кемерово;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735416;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Нижнекамскнефтехим;Химпром, минудобрения;12;3;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
735416;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Аргументы и факты;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Иркут НПК;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Наука НПО;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;АрсеналМашинострЗд;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735416;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
735416;Трансаэро АК;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Жива СО;Страхование;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;РЕСО-Гарантия;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Альянс СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Почта России;Транспорт;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735416;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;МегаФон Финанс;Телекоммуникации;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Помощь СО;Страхование;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ВЭБ-лизинг;Финанс.сервисы;NaN;NaN;7;0;8;0;NaN;NaN;NaN;NaN;NaN
735416;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ИнВест-Полис;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Мечел;Металлургический;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;СИБМЕТИНВЕСТ;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Кузбассразрезуголь УК;Горнодобыча;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Энергогарант САК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ВымпелКом;Телекоммуникации;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Ростелеком;Телекоммуникации;NaN;NaN;10;NaN;9;1;NaN;NaN;NaN;NaN;NaN
735416;СОГАЗ;Страхование;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЕвроХим МХК;Химпром, минудобрения;NaN;NaN;11;2;11;3;NaN;NaN;NaN;NaN;NaN
735416;Русс-Инвест ИК;Финанс.сервисы;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735416;Алроса АК;Горнодобыча;12;NaN;12;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN
735416;Каркаде;Ритейл;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735416;ЛЕКСГАРАНТ;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;СУ-155;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Система АФК;Финанс.сервисы;12;NaN;11;NaN;12;4;1;NaN;6;0;1
735416;Аэрофлот;Транспорт;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735416;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735416;Транснефть СК;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МегаФон;Телекоммуникации;9;NaN;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735416;Юнити РЕ СПК;Страхование;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЛенСпецСМУ ССМО;Строительство;NaN;NaN;14;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Новатэк;Нефтегазовый;9;NaN;9;1;9;1;NaN;NaN;NaN;NaN;NaN
735416;Интрарос;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Интер РАО;Электроэнергетика;10;1;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735416;Нижне-Ленское;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;БКЕ;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;Евразийский;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Москва Ре;Строительство;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;Газпром нефть;Нефтегазовый;9;NaN;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Норильский Никель ГМК;Металлургический;8;NaN;9;1;10;NaN;NaN;NaN;NaN;NaN;NaN
735416;ОМЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Транстелеком;Телекоммуникации;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
735416;АИЖК;Финанс.сервисы;7;0;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;Таттелеком;Телекоммуникации;NaN;NaN;NaN;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735416;Европлан;Финанс.сервисы;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735416;Наука-СвязьООО;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735416;СУЭК;Горнодобыча;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МТС;Телекоммуникации;11;NaN;11;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735416;Велес Капитал ИК;Финанс.сервисы;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735416;Платежный Центр РНКО;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Рамблер Интернет Холдинг;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;Гиперцентр;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735416;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;ВТБ Страхование СК;Страхование;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735416;Металлоинвест ХК;Металлургический;11;2;12;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735416;РУСАЛ;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;УРАЛСИБ ЛК;Финанс.сервисы;NaN;NaN;NaN;NaN;12;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЕПК;Машиностроение;NaN;NaN;12;3;NaN;NaN;NaN;3;NaN;NaN;NaN
735416;О`КЕЙ;Ритейл;NaN;NaN;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN
735416;Росагролизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735416;Трубная МетКомп;Металлургический;13;5;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ФСК ЕЭС;Электроэнергетика;9;0;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Соллерс;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;Связьинвестнефтехим;Финанс.сервисы;10;NaN;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
735416;ФосАгро;Химпром, минудобрения;9;0;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735416;ГТЛК;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN
735416;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Металл-групп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ВТБ-Лизинг;Финанс.сервисы;NaN;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735416;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Кордиант;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;РуссНефть НК;Нефтегазовый;12;3;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Строитель;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;СММ;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;3
735416;СПБ ОЙЛ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ЕвразХолдинг Финанс;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;СПб Реновация;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Моя Клиника;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Уралмаш НГО Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;РСГ-Финанс;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЦентрРостовскийДепозит;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;СтройЭкология;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
735416;Стивилон;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Магнит;Ритейл;NaN;NaN;11;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
735416;Лента ООО;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735416;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735416;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Группа ГМС;;NaN;NaN;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;РосинтерРесторХолд;Путешествия. досуг;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;СИБЭКО;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Антипинский НПЗ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;ГПБ-Высокие технологии;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Арекс;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Русская Медная Компания;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;Виват-трейд;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;РосЕвроДевел-Красноярск;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;РЭС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Энел Россия;Электроэнергетика;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МОЭСК;Электроэнергетика;11;2;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Аэроэкспресс;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;4;NaN;NaN;NaN
735416;Синергия;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN
735416;Элемент Лизинг;Финанс.сервисы;NaN;NaN;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МОЭК;Электроэнергетика;NaN;NaN;12;3;10;2;NaN;NaN;NaN;NaN;NaN
735416;МРСК Центра;Электроэнергетика;NaN;NaN;11;2;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;РусГидро;Электроэнергетика;10;1;10;1;10;2;NaN;NaN;NaN;NaN;NaN
735416;Хабаровский аэропорт;;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Группа Черкизово;Пищевая промышленность и с/х;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МРСК Урала;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;РФА-Инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Дальневост ГенерКомп;;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735416;СИБУР Холдинг;Нефтегазовый;10;NaN;NaN;NaN;10;NaN;NaN;NaN;NaN;NaN;NaN
735416;Правоурмийское;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ЭГК;;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;МРСК Центра и Приволжья;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Пионер ГК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735416;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Эко-Инжиниринг;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Атомэнергопром;Электроэнергетика;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;АФГ Националь;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;Обувьрус;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Юникстейт;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735416;Лайф ФК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735416;Кингкоул;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735416;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735416;ГПФ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Мираторг АПХ;;NaN;NaN;NaN;NaN;14;8;NaN;NaN;NaN;NaN;NaN
735416;Стройгазмонтаж;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735416;Промтрансинвест;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;Газпром капитал;Нефтегазовый;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;АСЦ-Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Волга Инженерная Группа;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;ГарантФонд Забайкальск;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
735416;НациональнаяНеруднаяКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;СевВостУгольКомп;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735416;ЭФЭСк ГК;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735416;ТЕНЕКС-Сервис;;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;НефтеТрансСервис;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;РИК;;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;ЭР-Телеком Холдинг;;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
