date;entity;sector;MDSCIsc;MDSCNsc;SPIsc;SPNsc;FCHIsc;FCHNsc;EXPC;NRAC;RUSCIsc;RUSCNsc;AKMC
735416;РОСНАНО;Технологии;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Россети;Электроэнергетика;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Автодор ГК;Строительство;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735416;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735416;ТрансКонтейнер;Транспорт;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735416;МРСК Волги;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735416;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735416;Вертолеты России;Машиностроение;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735416;ИКС 5 ФИНАНС;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Росгосстрах;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Газпром;Нефтегазовый;7;NaN;8;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735781;Роснефть НК;Нефтегазовый;7;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ЛУКОЙЛ НК;Нефтегазовый;8;NaN;9;0;8;NaN;NaN;NaN;NaN;NaN;NaN
735781;Транснефть АК;Нефтегазовый;7;0;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;РЖД;Транспорт;7;0;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735781;Мосэнерго (ТГК-3);Электроэнергетика;NaN;NaN;11;2;10;2;NaN;NaN;NaN;NaN;NaN
735781;Ленэнерго;Электроэнергетика;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;Башнефть;Нефтегазовый;11;2;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735781;Татнефть;Нефтегазовый;9;0;NaN;NaN;9;NaN;NaN;NaN;NaN;NaN;NaN
735781;ЯТЭК;Нефтегазовый;NaN;NaN;NaN;NaN;15;10;NaN;NaN;NaN;NaN;NaN
735781;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735781;Северсталь;Металлургический;10;NaN;10;1;10;2;NaN;NaN;NaN;NaN;NaN
735781;ММК;Металлургический;12;3;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735781;Ашинский МетЗд;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735781;Кокс Кемерово;Металлургический;14;7;15;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Казаньоргсинтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;15;NaN;NaN;NaN;NaN;NaN;NaN
735781;Акрон;Химпром, минудобрения;13;4;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735781;Уралкалий;Химпром, минудобрения;9;0;9;0;9;NaN;NaN;NaN;NaN;NaN;NaN
735781;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0
735781;Минудобрения Россошь;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Уралмашзавод;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Уралхиммаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ГМС Ливгидромаш;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;КАМАЗ;Автомобили и запчасти;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;КрЭВРЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735781;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735781;Заречье им. Кушнарева;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;НМТП;Транспорт;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ДВМП;Транспорт;NaN;NaN;13;NaN;14;7;NaN;NaN;NaN;NaN;NaN
735781;Совкомфлот;Транспорт;12;3;10;1;12;NaN;NaN;NaN;NaN;NaN;NaN
735781;ЮТЭйр АвиаКомп;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Салмо;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Ингосстрах;Страхование;NaN;NaN;9;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Гостиница Белград;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Московское РечПар-во;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Гостиница Советская;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Водоканал С-Пб ГУП;ЖКХ;8;0;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Мосводоканал;ЖКХ;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Дормост;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Распадская;Горнодобыча;14;7;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735781;Якутуглестрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Силовые Машины;Машиностроение;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Сетевая Компания;;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;NaN;NaN
735781;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;НЛМК;Металлургический;9;0;10;1;9;1;NaN;NaN;NaN;NaN;NaN
735781;Азот Кемерово;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735781;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Нижнекамскнефтехим;Химпром, минудобрения;12;3;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;АС АМУР;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;Иркут НПК;Машиностроение;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;УОМЗ ПО;Машиностроение;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;250 ЗЖБИ;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;ТЭПК;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735781;Междуречье;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Группа ЛСР;Строительство;14;7;NaN;NaN;14;NaN;NaN;NaN;NaN;NaN;NaN
735781;Трансаэро АК;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Артсистемстрой;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;Охотный Ряд Делюкс;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Росгосстрах ООО;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Самолет Девелопмент;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Жива СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Перовский ТД;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Органика синтез;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;РЕСО-Гарантия;Страхование;NaN;NaN;10;1;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ЦентрИнновационныхРешений;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
735781;Гостиница Сибирь;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Новые ФитингТех;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;НациональнСурьмянаяКомп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Альянс СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Шерризон-Норд;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;РоссийскКоммуналСистемы;ЖКХ;NaN;NaN;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735781;Почта России;Транспорт;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735781;ДОРАДО;Прочие;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;МегаФон Финанс;Телекоммуникации;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Помощь СО;Страхование;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ВЭБ-лизинг;Финанс.сервисы;NaN;NaN;8;0;8;0;NaN;NaN;NaN;NaN;NaN
735781;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ИнВест-Полис;Страхование;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Мечел;Металлургический;16;12;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735781;СИБМЕТИНВЕСТ;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Кузбассразрезуголь УК;Горнодобыча;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Экспо-Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;Энергогарант САК;Страхование;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ВымпелКом;Телекоммуникации;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Ростелеком;Телекоммуникации;NaN;NaN;10;NaN;9;1;NaN;NaN;NaN;NaN;NaN
735781;СТРАВЕ;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;СОГАЗ;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Т2 РТК ХОЛДИНГ;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;1
735781;ЕвроХим МХК;Химпром, минудобрения;NaN;NaN;11;2;11;3;NaN;NaN;NaN;NaN;NaN
735781;Русс-Инвест ИК;Финанс.сервисы;14;7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ИСР Транс;Прочие;15;9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ИНТЕРМАРС;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ИНГЕОКОМ КРК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735781;ЖКХ РС(Я);ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Алроса АК;Горнодобыча;12;NaN;12;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735781;Каркаде;Ритейл;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735781;ЛЕКСГАРАНТ;Страхование;NaN;NaN;14;6;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2
735781;СУ-155;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Система АФК;Финанс.сервисы;12;NaN;11;NaN;12;4;0;NaN;6;0;0
735781;Аэрофлот;Транспорт;NaN;NaN;NaN;NaN;12;4;NaN;NaN;NaN;NaN;NaN
735781;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;8;0;NaN;NaN;NaN;NaN;NaN
735781;Транснефть СК;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ГлавТоргПродукт;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735781;МегаФон;Телекоммуникации;9;NaN;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735781;ЛенСпецСМУ ССМО;Строительство;NaN;NaN;13;4;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Новатэк;Нефтегазовый;9;NaN;9;1;9;1;NaN;NaN;NaN;NaN;NaN
735781;Интрарос;Торговля оборудованием;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Интер РАО;Электроэнергетика;10;1;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735781;Кварт Тюмень;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ЮУГПК;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Уралнефтегазпром;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;БТУ;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;ВосточнаяГорноруднаяКомп;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;Стройжилинвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8;NaN
735781;Назаровская ГРЭС;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;Евразийский;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;Пересвет-Инвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;7;NaN
735781;Москва Ре;Строительство;NaN;NaN;11;2;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
735781;Газпром нефть;Нефтегазовый;8;NaN;9;0;8;1;NaN;NaN;NaN;NaN;NaN
735781;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Норильский Никель ГМК;Металлургический;8;NaN;9;1;10;NaN;NaN;NaN;NaN;NaN;NaN
735781;ОМЗ;Машиностроение;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Моспромстрой;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;3;NaN
735781;Транстелеком;Телекоммуникации;NaN;NaN;NaN;NaN;13;6;NaN;NaN;NaN;NaN;NaN
735781;АИЖК;Финанс.сервисы;7;0;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Регион ИК;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN
735781;ЛАЙСА ЖдРекламноеАг-во;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;Таттелеком;Телекоммуникации;NaN;NaN;NaN;NaN;11;NaN;NaN;NaN;NaN;NaN;NaN
735781;Сибирская ИК;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Европлан;Финанс.сервисы;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735781;Наука-СвязьООО;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735781;МТС;Телекоммуникации;11;NaN;10;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735781;Велес Капитал ИК;Финанс.сервисы;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;NaN;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735781;Платежный Центр РНКО;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Рамблер Интернет Холдинг;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;ФИНРЭЙТ;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;Гиперцентр;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1
735781;ПЕНОПЛЭКС Спб;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Бийскэнерго;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;ВТБ Страхование СК;Страхование;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6;NaN;NaN;NaN
735781;Металлоинвест ХК;Металлургический;11;2;11;NaN;11;3;NaN;NaN;NaN;NaN;NaN
735781;РУСАЛ;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;УРАЛСИБ ЛК;Финанс.сервисы;NaN;NaN;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN
735781;ЕПК;Машиностроение;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;О`КЕЙ;Ритейл;NaN;NaN;NaN;NaN;13;5;NaN;NaN;NaN;NaN;NaN
735781;Росагролизинг;Финанс.сервисы;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735781;Трубная МетКомп;Металлургический;13;5;13;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;ПГК;Транспорт;NaN;NaN;NaN;NaN;10;2;NaN;NaN;NaN;NaN;NaN
735781;ИРВИН 2;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ФСК ЕЭС;Электроэнергетика;9;0;9;0;8;0;NaN;NaN;NaN;NaN;NaN
735781;Связьинвестнефтехим;Финанс.сервисы;9;NaN;NaN;NaN;8;NaN;NaN;NaN;NaN;NaN;NaN
735781;ФосАгро;Химпром, минудобрения;9;0;9;0;10;2;NaN;NaN;NaN;NaN;NaN
735781;ГТЛК;Финанс.сервисы;NaN;NaN;12;3;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;14;9;NaN;NaN;NaN;NaN;NaN
735781;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;ПРЕМЬЕР ОИЛ;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Пивдом;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Металл-групп;Металлургический;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ВТБ-Лизинг;Финанс.сервисы;NaN;NaN;9;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Кордиант;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;NaN
735781;РуссНефть НК;Нефтегазовый;12;3;14;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;Строитель;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;СММ;СМИ;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;2
735781;Искра Москва;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
735781;СПБ ОЙЛ;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;ЭлектрБилеты Е-Тикетс;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;РЖД-Развитие вокзалов;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Хорус Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;ЕвразХолдинг Финанс;Металлургический;NaN;NaN;13;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;СПб Реновация;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Моя Клиника;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Ларкан;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Уралмаш НГО Холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;РСГ-Финанс;Финанс.сервисы;NaN;NaN;15;8;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;НьюХауТрейд;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;12;9;NaN
735781;ЦентрРостовскийДепозит;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;РЕГИОН-ИНВЕСТ ООО;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
735781;СтройЭкология;;NaN;NaN;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN;NaN
735781;Стивилон;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Олета;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Магнит;Ритейл;NaN;NaN;11;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN
735781;Лента ООО;Ритейл;NaN;NaN;13;NaN;NaN;NaN;NaN;3;NaN;NaN;NaN
735781;Светотехническая компания;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Арктика;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7;NaN;NaN;NaN
735781;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Группа ГМС;;NaN;NaN;14;5;NaN;NaN;NaN;NaN;NaN;NaN;NaN
735781;СИБЭКО;Электроэнергетика;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Антипинский НПЗ;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN
735781;Лойд;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;13;10;NaN
735781;ГПБ-Высокие технологии;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Арекс;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Дельта-холдинг;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;8;NaN
735781;Виват-трейд;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Дельта Финанс;;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9;NaN
735781;РосЕвроДевел-Красноярск;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Статус (Москва);;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;Глобал1;;NaN;NaN;NaN;NaN;NaN;NaN;1;NaN;NaN;NaN;NaN
735781;РЭС;;NaN;NaN;NaN;NaN;NaN;NaN;2;NaN;NaN;NaN;NaN
735781;Бор ГХК;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;NaN;21;NaN;NaN;NaN
