date;entity_id;entity;sector;MDS_Corp;SP_Corp;FCH_Corp;EXP_Corp;NRA_Corp;RUS_Corp;AKM_Corp
01-Jul-2014;14121173;ВЭБ-лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2014;14194456;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;14270105;ИнВест-Полис;Страхование;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;14582388;Мечел;Металлургический;12;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;14788090;Кузбассразрезуголь УК;Горнодобыча;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;15067464;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;16801400;Экспо-Плаза;Путешествия. досуг;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;17180408;Энергогарант САК;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;17514186;Ростелеком;Телекоммуникации;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2014;17547978;СТРАВЕ;Финанс.сервисы;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;17660963;СОГАЗ;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;17871897;Т2 РТК ХОЛДИНГ;Телекоммуникации;NaN;NaN;NaN;1;NaN;NaN;1
01-Jul-2014;17902379;ЕвроХим МХК;Химпром, минудобрения;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2014;17960201;Русс-Инвест ИК;Финанс.сервисы;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;18270912;ИСР Транс;Прочие;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;18918425;ИНТЕРМАРС;Финанс.сервисы;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;18968305;ИНГЕОКОМ КРК;Строительство;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;22695327;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;23128381;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2014;23294412;ЖКХ РС(Я);ЖКХ;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;25827309;Каркаде;Ритейл;NaN;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2014;26417758;ЛЕКСГАРАНТ;Страхование;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;26644096;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;27113778;СУ-155;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;27987276;Система АФК;Финанс.сервисы;NaN;NaN;4;0;NaN;0;0
01-Jul-2014;29063984;Аэрофлот;Транспорт;NaN;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2014;29890641;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;29908230;Транснефть СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;30598130;ГлавТоргПродукт;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2014;31090505;МегаФон;Телекоммуникации;NaN;0;2;NaN;NaN;NaN;NaN
01-Jul-2014;33099154;Юнити РЕ СПК;Страхование;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;33131800;ЛенСпецСМУ ССМО;Строительство;NaN;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;33556474;Новатэк;Нефтегазовый;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2014;33643842;Интрарос;Торговля оборудованием;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;33741102;Интер РАО;Электроэнергетика;1;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2014;34435494;Кварт Тюмень;Ритейл;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;36362871;ЮУГПК;Горнодобыча;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;36394960;Уралнефтегазпром;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;38038850;БТУ;Технологии;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;38242770;ВосточнаяГорноруднаяКомп;Горнодобыча;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;38253755;Стройжилинвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;38609169;Назаровская ГРЭС;Электроэнергетика;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;40029025;Евразийский;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;40032777;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;40228167;Пересвет-Инвест;Недвижимость;NaN;NaN;NaN;NaN;NaN;7;NaN
01-Jul-2014;40426826;Москва Ре;Строительство;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;41351125;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;1;NaN;NaN
01-Jul-2014;42045241;Газпром нефть;Нефтегазовый;NaN;0;1;NaN;NaN;NaN;NaN
01-Jul-2014;43625294;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;44577806;Норильский Никель ГМК;Металлургический;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;45599566;ОМЗ;Машиностроение;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;45901798;Моспромстрой;Строительство;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2014;45922381;Транстелеком;Телекоммуникации;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2014;47247771;АИЖК;Финанс.сервисы;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;47271918;Регион ИК;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;47403484;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;48004220;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2014;48546257;ЛАЙСА ЖдРекламноеАг-во;СМИ;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;49218609;Сибирская ИК;Финанс.сервисы;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;49828911;Европлан;Финанс.сервисы;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2014;51258838;Наука-СвязьООО;Телекоммуникации;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;51518431;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;52686811;МТС;Телекоммуникации;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2014;52727777;Велес Капитал ИК;Финанс.сервисы;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;52750822;Россельхозбанк;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;52786180;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2014;53160873;Платежный Центр РНКО;Финанс.сервисы;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;53779934;Рамблер Интернет Холдинг;СМИ;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;53817646;ФИНРЭЙТ;Недвижимость;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;53910877;Гиперцентр;Недвижимость;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;54288658;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2014;54349294;ПЕНОПЛЭКС Спб;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;54567660;Бийскэнерго;Электроэнергетика;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;54751688;ВТБ Страхование СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;54851160;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2014;54916586;Металлоинвест ХК;Металлургический;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2014;54976909;РУСАЛ;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;55283976;ЕПК;Машиностроение;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;56255261;О`КЕЙ;Ритейл;NaN;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2014;56502133;Росагролизинг;Финанс.сервисы;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2014;56601059;Трубная МетКомп;Металлургический;5;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;56738657;ПГК;Транспорт;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2014;56762118;ИРВИН 2;Фармацевтика;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;56947007;ФСК ЕЭС;Электроэнергетика;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2014;57951659;ФосАгро;Химпром, минудобрения;0;0;2;NaN;NaN;NaN;NaN
01-Jul-2014;57992197;ГТЛК;Финанс.сервисы;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;58024063;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2014;58042865;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;58046082;ПРЕМЬЕР ОИЛ;Автомобили и запчасти;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;58064950;Пивдом;Ритейл;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;58222359;МБА-Москва;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;58329644;Металл-групп;Металлургический;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;58693261;ВТБ-Лизинг;Финанс.сервисы;NaN;0;1;NaN;NaN;NaN;NaN
01-Jul-2014;58729214;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;58739431;Кордиант;Автомобили и запчасти;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;59026578;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;59055031;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;59107064;РуссНефть НК;Нефтегазовый;3;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;59246630;Строитель;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;59857492;СММ;СМИ;NaN;NaN;NaN;NaN;5;NaN;2
01-Jul-2014;60539343;Искра Москва;0;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;60960798;СПБ ОЙЛ;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;61024821;ЭлектрБилеты Е-Тикетс;Телекоммуникации;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;62137040;РЖД-Развитие вокзалов;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;62662148;Хорус Финанс;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;63071254;СПб Реновация;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;63627763;Моя Клиника;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;64502153;Ларкан;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;66471557;Уралмаш НГО Холдинг;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;66999206;РСГ-Финанс;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;67991951;НьюХауТрейд;0;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;68761242;ЦентрРостовскийДепозит;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;69588596;РЕГИОН-ИНВЕСТ ООО;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;70010299;СтройЭкология;0;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;70049746;Стивилон;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;70467194;Олета;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;70771130;Магнит;Ритейл;NaN;NaN;NaN;NaN;1;NaN;NaN
01-Jul-2014;71385386;Лента ООО;Ритейл;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;71606261;Светотехническая компания;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;71637882;Арктика;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;72225420;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2014;72689384;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;72718329;Группа ГМС;0;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;73116035;СИБЭКО;Электроэнергетика;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;73171028;Антипинский НПЗ;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;73526037;Лойд;0;NaN;NaN;NaN;NaN;NaN;10;NaN
01-Jul-2014;73560712;ГПБ-Высокие технологии;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;73560729;Арекс;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;73790850;Дельта-холдинг;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;73905051;Виват-трейд;Ритейл;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;74001759;Дельта Финанс;0;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;74004189;РосЕвроДевел-Красноярск;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;74077120;Статус (Москва);0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;74139682;Глобал1;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;74932541;РЭС;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;74966089;Бор ГХК;Химпром, минудобрения;NaN;NaN;NaN;NaN;21;NaN;NaN
01-Jul-2014;75012898;Энел Россия;Электроэнергетика;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;75273098;МОЭСК;Электроэнергетика;2;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;75298626;Аэроэкспресс;Транспорт;NaN;NaN;NaN;1;3;NaN;NaN
01-Jul-2014;75304976;Концерн Лусине;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;75353667;Синергия;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2014;75377099;Элемент Лизинг;Финанс.сервисы;NaN;7;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;75556933;ИнвестСовТех;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;75562448;МОЭК;Электроэнергетика;NaN;3;3;NaN;NaN;NaN;NaN
01-Jul-2014;75720657;МРСК Центра;Электроэнергетика;NaN;2;NaN;NaN;2;NaN;NaN
01-Jul-2014;75782411;РусГидро;Электроэнергетика;1;1;2;NaN;NaN;NaN;NaN
01-Jul-2014;75890744;МГИиС;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;76462766;Группа Черкизово;Пищевая промышленность и с/х;6;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;76507836;МРСК Урала;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;76722279;РФА-Инвест;Финанс.сервисы;NaN;9;NaN;2;NaN;NaN;NaN
01-Jul-2014;76723557;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;76727851;Дальневост ГенерКомп;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;77327639;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;78003075;ХФЛ Финанс;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;79523215;Евразия недвижимость;Недвижимость;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;80033692;Правоурмийское;Металлургический;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;80779380;Ниагара;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;80885739;МИРС;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;80888264;ЭГК;0;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;81296703;МРСК Центра и Приволжья;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;81357770;Пионер ГК;Строительство;NaN;9;NaN;NaN;6;NaN;NaN
01-Jul-2014;81488822;ВТБ Лизинг Финанс;Финанс.сервисы;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;81524311;Эко-Инжиниринг;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;81527864;Атомэнергопром;Электроэнергетика;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2014;81836252;АФГ Националь;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;82288901;Обувьрус;Ритейл;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;82444270;Юникстейт;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;82506858;Лайф ФК;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;82534429;КВАРТСТРОЙ;0;NaN;9;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;83175926;Голден Фандс;0;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;83218423;Кингкоул;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;83236326;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;83280474;КД Групп;0;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2014;83307954;ГПФ;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;84054099;Мираторг АПХ;0;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2014;84054478;Стройгазмонтаж;0;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2014;84076054;Информинвестгрупп;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;84157066;Промтрансинвест;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;84773397;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;85694100;АСЦ-Холдинг;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;85718319;Сервистрансклининг;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;85815778;НТЦ;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;86052271;ГЕОТЕК Сейсморазв;Нефтегазовый;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;86556793;Дельта-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2014;87617960;РегионИнвест Москва;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;87647859;Волга Инженерная Группа;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;88142311;ГарантФонд Забайкальск;0;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2014;88295865;НациональнаяНеруднаяКомп;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2014;89274115;СевВостУгольКомп;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;89390761;Курорты Югры;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;89815717;ЭФЭСк ГК;Электроэнергетика;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;90557373;РТИ;0;NaN;NaN;NaN;1;3;NaN;NaN
01-Jul-2014;91174332;Русь АПК;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;91566629;Платинум Недвижимость;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;92526916;Управление отходами;ЖКХ;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2014;92643912;НДК;Финанс.сервисы;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;93270896;Строй Престиж;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;93286199;ТЕНЕКС-Сервис;0;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;93315475;НефтеТрансСервис;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;93736774;Гранд-Маркет-Ф;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;93799993;РИК;0;NaN;6;NaN;NaN;8;NaN;NaN
01-Jul-2014;93969892;ЭР-Телеком Холдинг;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;94124398;РОСНАНО;Технологии;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;94129941;Россети;Электроэнергетика;1;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;94154560;ФПК;0;0;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2014;94158138;Автодор ГК;Строительство;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2014;94412683;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2014;94421386;ТрансКонтейнер;Транспорт;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2014;96325617;Совхоз Московский+;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2014;96835399;АКМ Лоджистикс;0;NaN;NaN;NaN;4;NaN;NaN;NaN
01-Jul-2014;96865779;Ак Барс Строй;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2014;96956370;МРСК Волги;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2014;97199869;Нефтегазоптимизация;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2014;97550871;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2014;98927243;Вертолеты России;Машиностроение;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2014;99636631;УНГП-Финанс;Финанс.сервисы;NaN;NaN;NaN;NaN;NaN;9;NaN
01-Jul-2013;39746;Росгосстрах;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;40778;Газпром;Нефтегазовый;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2013;44434;ЛУКОЙЛ НК;Нефтегазовый;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;44463;Транснефть АК;Нефтегазовый;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;83262;РЖД;Транспорт;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2013;102798;Мосэнерго (ТГК-3);Электроэнергетика;NaN;2;2;NaN;NaN;NaN;NaN
01-Jul-2013;107131;Ленэнерго;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;110496;Мосэлектрощит;Электроэнергетика;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;130576;Якутскэнерго;Электроэнергетика;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2013;135645;Башнефть;Нефтегазовый;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2013;153815;ЯТЭК;Нефтегазовый;NaN;NaN;10;NaN;NaN;NaN;NaN
01-Jul-2013;161878;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;186217;Северсталь;Металлургический;NaN;1;3;NaN;NaN;NaN;NaN
01-Jul-2013;186424;ММК;Металлургический;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2013;186654;ЧТПЗ;Металлургический;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;186683;Кокс Кемерово;Металлургический;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;203789;Акрон;Химпром, минудобрения;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2013;203944;Уралкалий;Химпром, минудобрения;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;205311;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;0
01-Jul-2013;210571;Уралмашзавод;Машиностроение;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;217320;Уралхиммаш;Машиностроение;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;232934;АвтоВАЗ;Автомобили и запчасти;NaN;NaN;11;NaN;NaN;NaN;NaN
01-Jul-2013;279195;Архангельский ЦБК;Леспром, бумага;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;341907;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;467146;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;1125844;Туапсинский МТП;Транспорт;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;1125867;НМТП;Транспорт;3;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;1125991;ДВМП;Транспорт;NaN;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2013;1126989;Совкомфлот;Транспорт;3;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;1130489;ЮТЭйр АвиаКомп;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;1142788;Ростелеком Волга;Телекоммуникации;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;1266527;Салмо;Лёгкая промышленность;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;2250942;Ингосстрах;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;3145242;Московское РечПар-во;Транспорт;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;3323809;Водоканал С-Пб ГУП;ЖКХ;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;3324418;Мосводоканал;ЖКХ;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;5016520;Серебрянский Цемент Завод;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;5019458;Распадская;Горнодобыча;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2013;5020177;Якутуглестрой;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;5744892;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;5;NaN;NaN
