date;entity_id;entity;sector;MDS_Corp;SP_Corp;FCH_Corp;EXP_Corp;NRA_Corp;RUS_Corp;AKM_Corp
01-Jul-2013;5757665;НЛМК;Металлургический;0;1;1;NaN;NaN;NaN;NaN
01-Jul-2013;5761637;Азот Кемерово;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2013;5766575;Газпром нефтехим Салават;Химпром, минудобрения;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;5766801;Нижнекамскнефтехим;Химпром, минудобрения;3;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2013;5785247;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;5839871;Аргументы и факты;СМИ;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;7504910;Иркут НПК;Машиностроение;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;7536712;Наука НПО;Машиностроение;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;7539541;УОМЗ ПО;Машиностроение;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;7541733;АрсеналМашинострЗд;Машиностроение;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2013;11161516;Группа ЛСР;Строительство;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;11233782;Трансаэро АК;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;11348798;Росгосстрах ООО;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;11549686;Жива СО;Страхование;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;11595516;РЕСО-Гарантия;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;13226852;Альянс СК;Страхование;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;13580559;Почта России;Транспорт;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2013;13681013;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;13836119;МегаФон Финанс;Телекоммуникации;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;13885514;Помощь СО;Страхование;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;14121173;ВЭБ-лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2013;14194456;ПОЛИТЕКС;СМИ;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;14270105;ИнВест-Полис;Страхование;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;14582388;Мечел;Металлургический;9;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;14788090;Кузбассразрезуголь УК;Горнодобыча;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;15067464;Газпромбанк-инвест;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;17180408;Энергогарант САК;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;17514186;Ростелеком;Телекоммуникации;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2013;17660963;СОГАЗ;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;17902379;ЕвроХим МХК;Химпром, минудобрения;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2013;17960201;Русс-Инвест ИК;Финанс.сервисы;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;22695327;КРОСТ ПСФ;Недвижимость;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;23128381;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2013;25827309;Каркаде;Ритейл;NaN;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2013;26417758;ЛЕКСГАРАНТ;Страхование;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;26644096;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;27113778;СУ-155;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;27987276;Система АФК;Финанс.сервисы;NaN;NaN;4;1;NaN;0;1
01-Jul-2013;29063984;Аэрофлот;Транспорт;NaN;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2013;29890641;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2013;29908230;Транснефть СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;31090505;МегаФон;Телекоммуникации;NaN;0;2;NaN;NaN;NaN;NaN
01-Jul-2013;33099154;Юнити РЕ СПК;Страхование;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;33131800;ЛенСпецСМУ ССМО;Строительство;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;33556474;Новатэк;Нефтегазовый;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2013;33643842;Интрарос;Торговля оборудованием;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;33741102;Интер РАО;Электроэнергетика;1;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2013;34151207;Нижне-Ленское;Горнодобыча;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;39355854;БКЕ;Нефтегазовый;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2013;40029025;Евразийский;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;40032777;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;40426826;Москва Ре;Строительство;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;41351125;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2013;42045241;Газпром нефть;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;43625294;НИПИ ИнжГео;Технологии;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;44577806;Норильский Никель ГМК;Металлургический;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;45599566;ОМЗ;Машиностроение;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;45922381;Транстелеком;Телекоммуникации;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2013;47247771;АИЖК;Финанс.сервисы;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;47403484;Базовый Элемент;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;48004220;Полиметалл;Горнодобыча;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2013;49828911;Европлан;Финанс.сервисы;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2013;51258838;Наука-СвязьООО;Телекоммуникации;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;51518431;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2013;52682351;СУЭК;Горнодобыча;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;52686811;МТС;Телекоммуникации;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2013;52727777;Велес Капитал ИК;Финанс.сервисы;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;52750822;Россельхозбанк;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;52786180;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2013;53160873;Платежный Центр РНКО;Финанс.сервисы;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;53910877;Гиперцентр;Недвижимость;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2013;54288658;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;54751688;ВТБ Страхование СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;54851160;Мортон-РСО;Строительство;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2013;54916586;Металлоинвест ХК;Металлургический;2;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2013;54976909;РУСАЛ;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;55283976;ЕПК;Машиностроение;NaN;3;NaN;NaN;3;NaN;NaN
01-Jul-2013;56502133;Росагролизинг;Финанс.сервисы;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2013;56601059;Трубная МетКомп;Металлургический;5;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;56947007;ФСК ЕЭС;Электроэнергетика;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;57126933;Соллерс;Автомобили и запчасти;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;57951659;ФосАгро;Химпром, минудобрения;0;0;2;NaN;NaN;NaN;NaN
01-Jul-2013;57992197;ГТЛК;Финанс.сервисы;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;58024063;Объединенные кондитеры;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2013;58042865;Полипласт;Химпром, минудобрения;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;58222359;МБА-Москва;Банки;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;58329644;Металл-групп;Металлургический;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;58693261;ВТБ-Лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2013;58729214;Коммерц Инвестментс;Финанс.сервисы;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;58739431;Кордиант;Автомобили и запчасти;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;59026578;ФИЛЕНТА;Недвижимость;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;59055031;Аптечная сеть 36.6;Фармацевтика;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;59107064;РуссНефть НК;Нефтегазовый;3;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;59246630;Строитель;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;59849251;СИТРОНИКС;Телекоммуникации;NaN;NaN;13;NaN;NaN;NaN;NaN
01-Jul-2013;59857492;СММ;СМИ;NaN;NaN;NaN;NaN;5;NaN;3
01-Jul-2013;60960798;СПБ ОЙЛ;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;63071254;СПб Реновация;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;63627763;Моя Клиника;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;66471557;Уралмаш НГО Холдинг;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;66999206;РСГ-Финанс;Финанс.сервисы;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;68761242;ЦентрРостовскийДепозит;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;70010299;СтройЭкология;0;NaN;NaN;NaN;3;NaN;NaN;NaN
01-Jul-2013;70049746;Стивилон;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;70771130;Магнит;Ритейл;NaN;NaN;NaN;NaN;1;NaN;NaN
01-Jul-2013;71385386;Лента ООО;Ритейл;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2013;72225420;Мир мягкой игрушки;Ритейл;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2013;72689384;ЮТэйр-Финанс;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;72718329;Группа ГМС;0;NaN;4;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;73116035;СИБЭКО;Электроэнергетика;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;73171028;Антипинский НПЗ;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;73560712;ГПБ-Высокие технологии;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;73560729;Арекс;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;73645733;Русская Медная Компания;Машиностроение;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2013;73905051;Виват-трейд;Ритейл;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;74004189;РосЕвроДевел-Красноярск;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;74932541;РЭС;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;75012898;Энел Россия;Электроэнергетика;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;75273098;МОЭСК;Электроэнергетика;2;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;75298626;Аэроэкспресс;Транспорт;NaN;NaN;NaN;1;4;NaN;NaN
01-Jul-2013;75353667;Синергия;Пищевая промышленность и с/х;NaN;NaN;7;NaN;NaN;NaN;NaN
01-Jul-2013;75377099;Элемент Лизинг;Финанс.сервисы;NaN;7;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;75562448;МОЭК;Электроэнергетика;NaN;3;2;NaN;NaN;NaN;NaN
01-Jul-2013;75720657;МРСК Центра;Электроэнергетика;NaN;2;NaN;NaN;2;NaN;NaN
01-Jul-2013;75782411;РусГидро;Электроэнергетика;1;1;2;NaN;NaN;NaN;NaN
01-Jul-2013;76462766;Группа Черкизово;Пищевая промышленность и с/х;6;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;76507836;МРСК Урала;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;76722279;РФА-Инвест;Финанс.сервисы;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;76723557;Золото Селигдара;Горнодобыча;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;76727851;Дальневост ГенерКомп;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;77327639;ЦентрОбувь ТД;Ритейл;NaN;NaN;NaN;NaN;3;NaN;NaN
01-Jul-2013;80033692;Правоурмийское;Металлургический;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;80888264;ЭГК;0;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;81296703;МРСК Центра и Приволжья;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;81357770;Пионер ГК;Строительство;NaN;NaN;NaN;NaN;7;NaN;NaN
01-Jul-2013;81524311;Эко-Инжиниринг;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;81527864;Атомэнергопром;Электроэнергетика;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;81836252;АФГ Националь;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;82288901;Обувьрус;Ритейл;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;82404922;Первая Грузовая компания;0;NaN;1;2;NaN;NaN;NaN;NaN
01-Jul-2013;82444270;Юникстейт;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2013;82506858;Лайф ФК;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2013;83218423;Кингкоул;0;NaN;NaN;NaN;NaN;NaN;8;NaN
01-Jul-2013;83236326;Главная дорога;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2013;83307954;ГПФ;0;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;84054099;Мираторг АПХ;0;NaN;NaN;8;NaN;NaN;NaN;NaN
01-Jul-2013;84054478;Стройгазмонтаж;0;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2013;84157066;Промтрансинвест;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;84773397;Национальная Медиа Группа;СМИ;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;85694100;АСЦ-Холдинг;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;87647859;Волга Инженерная Группа;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;88142311;ГарантФонд Забайкальск;0;NaN;NaN;NaN;NaN;NaN;3;NaN
01-Jul-2013;88295865;НациональнаяНеруднаяКомп;0;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;89274115;СевВостУгольКомп;0;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2013;89815717;ЭФЭСк ГК;Электроэнергетика;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2013;93286199;ТЕНЕКС-Сервис;0;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;93315475;НефтеТрансСервис;0;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;93799993;РИК;0;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;93969892;ЭР-Телеком Холдинг;0;9;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;94124398;РОСНАНО;Технологии;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;94129941;Россети;Электроэнергетика;1;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;94158138;Автодор ГК;Строительство;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2013;94412683;ОбъединКондитерыФинанс;Пищевая промышленность и с/х;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2013;94421386;ТрансКонтейнер;Транспорт;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2013;96956370;МРСК Волги;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2013;97550871;Селигдар;Горнодобыча;NaN;NaN;NaN;NaN;4;NaN;NaN
01-Jul-2013;98927243;Вертолеты России;Машиностроение;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2012;40778;Газпром;Нефтегазовый;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;44434;ЛУКОЙЛ НК;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;44463;Транснефть АК;Нефтегазовый;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;44474;Транснефтепродукт АК;Нефтегазовый;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;83262;РЖД;Транспорт;0;0;0;NaN;NaN;NaN;NaN
01-Jul-2012;102798;Мосэнерго (ТГК-3);Электроэнергетика;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;107131;Ленэнерго;Электроэнергетика;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;130576;Якутскэнерго;Электроэнергетика;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2012;135645;Башнефть;Нефтегазовый;2;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2012;161878;Якутуголь ХК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;186217;Северсталь;Металлургический;NaN;1;4;NaN;NaN;NaN;NaN
01-Jul-2012;186424;ММК;Металлургический;3;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;186654;ЧТПЗ;Металлургический;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;186683;Кокс Кемерово;Металлургический;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;203789;Акрон;Химпром, минудобрения;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2012;203944;Уралкалий;Химпром, минудобрения;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;205311;Куйбышевазот;Химпром, минудобрения;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2012;232934;АвтоВАЗ;Автомобили и запчасти;NaN;NaN;11;NaN;NaN;NaN;NaN
01-Jul-2012;333859;Концерн Калина;Химпром, минудобрения;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;341907;Нарзан;Пищевая промышленность и с/х;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;467146;Стройтрансгаз;Строительство;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;1125867;НМТП;Транспорт;3;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;1126989;Совкомфлот;Транспорт;2;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;1142788;Ростелеком Волга;Телекоммуникации;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;1869579;Металлсервис;Ритейл;NaN;NaN;NaN;NaN;NaN;NaN;3
01-Jul-2012;2250942;Ингосстрах;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;3323809;Водоканал С-Пб ГУП;ЖКХ;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;3324418;Мосводоканал;ЖКХ;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;5019458;Распадская;Горнодобыча;4;NaN;5;NaN;NaN;NaN;NaN
01-Jul-2012;5020177;Якутуглестрой;Строительство;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;5744892;ГАЗ;Автомобили и запчасти;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;5757665;НЛМК;Металлургический;0;0;1;NaN;NaN;NaN;NaN
01-Jul-2012;5766801;Нижнекамскнефтехим;Химпром, минудобрения;3;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;5785247;РУСАЛ Братск;Металлургический;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;7504910;Иркут НПК;Машиностроение;2;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;7536712;Наука НПО;Машиностроение;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;7539541;УОМЗ ПО;Машиностроение;NaN;8;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;11161516;Группа ЛСР;Строительство;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;11233782;Трансаэро АК;Транспорт;NaN;NaN;NaN;1;NaN;NaN;NaN
01-Jul-2012;11522828;Сбербанк КИБ;Финанс.сервисы;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;11595516;РЕСО-Гарантия;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;13226852;Альянс СК;Страхование;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;13681013;Обувь России;Лёгкая промышленность;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;13885514;Помощь СО;Страхование;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;14121173;ВЭБ-лизинг;Финанс.сервисы;NaN;0;0;NaN;NaN;NaN;NaN
01-Jul-2012;14270105;ИнВест-Полис;Страхование;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;14582388;Мечел;Металлургический;5;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;14788090;Кузбассразрезуголь УК;Горнодобыча;7;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17104761;Синтерра;Телекоммуникации;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;17180408;Энергогарант САК;Страхование;NaN;3;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17514186;Ростелеком;Телекоммуникации;NaN;NaN;1;NaN;NaN;NaN;NaN
01-Jul-2012;17660963;СОГАЗ;Страхование;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;17902379;ЕвроХим МХК;Химпром, минудобрения;NaN;2;3;NaN;NaN;NaN;NaN
01-Jul-2012;17960201;Русс-Инвест ИК;Финанс.сервисы;7;NaN;9;NaN;NaN;NaN;NaN
01-Jul-2012;23128381;Теле2-Санкт-Петербург;Телекоммуникации;NaN;NaN;NaN;NaN;NaN;NaN;1
01-Jul-2012;25827309;Каркаде;Ритейл;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;26417758;ЛЕКСГАРАНТ;Страхование;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;26644096;Южный Кузбасс;Горнодобыча;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;27987276;Система АФК;Финанс.сервисы;NaN;NaN;4;1;NaN;0;1
01-Jul-2012;29063984;Аэрофлот;Транспорт;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;29890641;Сбербанк Лизинг;Финанс.сервисы;NaN;NaN;0;NaN;NaN;NaN;NaN
01-Jul-2012;29908230;Транснефть СК;Страхование;NaN;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;31090505;МегаФон;Телекоммуникации;NaN;0;2;NaN;NaN;NaN;NaN
01-Jul-2012;33099154;Юнити РЕ СПК;Страхование;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;33131800;ЛенСпецСМУ ССМО;Строительство;NaN;5;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;33556474;Новатэк;Нефтегазовый;NaN;1;1;NaN;NaN;NaN;NaN
01-Jul-2012;33741102;Интер РАО;Электроэнергетика;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;34928854;Итера НГК;Нефтегазовый;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2012;39355854;БКЕ;Нефтегазовый;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2012;40032777;ПИК ГК;Строительство;NaN;NaN;NaN;NaN;5;NaN;NaN
01-Jul-2012;40426826;Москва Ре;Строительство;NaN;2;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;41351125;Тандер;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;2;NaN;NaN
01-Jul-2012;42045241;Газпром нефть;Нефтегазовый;NaN;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;44577806;Норильский Никель ГМК;Металлургический;0;1;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;45599566;ОМЗ;Машиностроение;NaN;8;NaN;2;NaN;NaN;NaN
01-Jul-2012;45922381;Транстелеком;Телекоммуникации;NaN;NaN;6;NaN;NaN;NaN;NaN
01-Jul-2012;46780954;Пермский Моторный Завод;Машиностроение;NaN;NaN;NaN;2;NaN;NaN;NaN
01-Jul-2012;47247771;АИЖК;Финанс.сервисы;0;0;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;48004220;Полиметалл;Горнодобыча;NaN;NaN;8;NaN;2;NaN;NaN
01-Jul-2012;48671436;ТАИФ-НК;Нефтегазовый;NaN;NaN;NaN;NaN;NaN;NaN;2
01-Jul-2012;49828911;Европлан;Финанс.сервисы;NaN;NaN;4;NaN;NaN;NaN;NaN
01-Jul-2012;51518431;ИРИА;Финанс.сервисы;NaN;NaN;NaN;NaN;6;NaN;NaN
01-Jul-2012;52682351;СУЭК;Горнодобыча;3;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;52686811;МТС;Телекоммуникации;NaN;NaN;2;NaN;NaN;NaN;NaN
01-Jul-2012;52727777;Велес Капитал ИК;Финанс.сервисы;NaN;6;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;52750822;Россельхозбанк;Банки;0;NaN;NaN;NaN;NaN;NaN;NaN
01-Jul-2012;52786180;ГраждСамолеты Сухого;Машиностроение;NaN;NaN;3;NaN;NaN;NaN;NaN
01-Jul-2012;54288658;Балтийский берег;Пищевая промышленность и с/х;NaN;NaN;NaN;NaN;NaN;NaN;2
